
campaign_id,impressions,clicks,conversions,cost_uzs,revenue_uzs,CTR,CPC,ROAS,conversion_rate,num_customers,avg_lifetime_value,CAC,channel,campaign_type
156,6331532.0,174073,18873,131099877.85,5622895763.71,2.7493030122883373,753.1316048439447,42.89016783176202,0.10842003067678503,135,3010551.973037037,971110.2062962962,Telegram,Engagement
157,1168532.0,30507,3823,29021171.34,1091263140.59,2.6107115594609303,951.2954843150752,37.602312043342906,0.12531550136034353,122,2906101.616065574,237878.45360655736,Email,Traffic
158,2142655.0,51435,5723,38616546.92,1602133349.11,2.400526449661751,750.7834532905609,41.48826026389829,0.11126664722465247,128,3229106.082109375,301691.7728125,YouTube,Conversion
159,8411682.0,246617,24092,175747942.37,7134220941.19,2.9318393158467,712.6351483068888,40.59348203446053,0.09768994027175743,115,3276743.3537391303,1528242.9771304347,Google Ads,Engagement
160,8366163.0,228885,22212,162083079.41,6903023714.92,2.7358419863442776,708.1419901260458,42.58941611948487,0.09704436725866701,113,2953033.8581415927,1434363.5346017699,SMS,Engagement
161,1526805.0,41286,4523,29192783.509999998,1398838811.32,2.704078123925452,707.0867487768251,47.91728102394988,0.10955287506660853,108,3047341.202037037,270303.5510185185,Instagram,Conversion
162,1328616.0,36101,4747,34432080.9,1341953818.07,2.717188412603792,953.7708346029195,38.97393892537003,0.13149220243206558,125,2737891.5156799997,275456.6472,SMS,Engagement
163,850639.0,23265,1622,16920517.9,556190164.15,2.735002744995233,727.294988179669,32.87075297795702,0.06971846120782291,146,2672440.7819863013,115893.95821917808,YouTube,Conversion
164,9134974.0,242609,23833,167088803.88,7281047747.66,2.6558258403362722,688.7164279973125,43.57591639047886,0.09823625669286795,129,2914385.621395349,1295262.0455813953,TikTok,Conversion
165,4863842.0,123502,12752,96197309.42999999,4314235045.52,2.53918610020638,778.9129684539521,44.84777246976273,0.10325338860909135,124,3195178.8860483873,775784.7534677419,LinkedIn,Engagement
166,4787931.0,128351,13725,75621466.22,3756514051.22,2.6807195007613935,589.1770708447928,49.67523428190943,0.10693333125569726,107,2435737.5491588786,706742.674953271,LinkedIn,Conversion
167,2051682.0,59049,5370,39239474.9,1887926060.3899999,2.87807759682056,664.5239529881962,48.11292875863637,0.09094142153127063,146,2741960.565616438,268763.5267123288,YouTube,Conversion
168,2559064.0,70829,8105,48549196.54,2432699634.84,2.7677697783252,685.4423546852278,50.107927797233124,0.11443052986770956,121,2628186.26107438,401233.0292561983,Telegram,Traffic
169,8330706.0,244381,24658,165482100.94,7444186827.59,2.9334968728940862,677.1479817989124,44.98484600633087,0.10089982445443794,114,3242772.5771929827,1451597.3766666667,Instagram,Traffic
170,5500634.0,157317,16611,114104568.41,5086605616.59,2.859979413282178,725.3161985672241,44.57845717721689,0.10558935143690765,127,2700232.5804724414,898461.1685826771,Telegram,Awareness
171,2884325.0,74785,8359,62604477.09,2734922520.93,2.5928076759727148,837.1261227518888,43.68573380140663,0.11177375142073945,113,2901693.0822123894,554021.9211504426,Telegram,Conversion
172,1283579.0,32460,2449,28851508.44,802059208.8,2.528866552039259,888.8326691312385,27.799558919699933,0.07544670363524338,117,3086415.0897435895,246594.08923076926,Telegram,Traffic
173,6143395.0,160663,17139,138464572.92,4923929241.27,2.6152152026688826,861.8323628962486,35.56093185016268,0.10667670838961055,133,2989083.0885714283,1041087.0144360901,TikTok,Traffic
174,433656.0,11007,1502,9087410.82,542436542.75,2.5381869500249046,825.6028727173617,59.69098938018519,0.13645861724357228,129,3049584.4127906975,70445.04511627907,Twitter,Traffic
175,2394539.0,63169,7234,46241799.89,2072388531.08,2.638044316672228,732.0331157688107,44.81634659571639,0.11451819721698935,109,2987018.390183486,424236.69623853214,Twitter,Engagement
176,4330458.0,120672,10782,81420243.77,3211044250.5099998,2.7865874695009163,674.7235793721824,39.43791005564561,0.08934964200477327,115,2676837.7537391307,708002.1197391304,Telegram,Awareness
177,9206994.0,256893,27787,188226671.3,8121584012.47,2.7901940633392397,732.7045552039176,43.147891615878564,0.10816565651847267,120,2816373.31575,1568555.5941666667,Google Ads,Awareness
178,1145779.0,34743,3933,24891086.37,1408624908.59,3.0322601478993767,716.4345730075123,56.59153994530934,0.11320265952853813,107,2657943.810280374,232626.97542056075,Email,Engagement
179,7364059.0,208143,22048,137988028.06,6168383800.59,2.826471107849625,662.9482041673273,44.702311405652246,0.10592717506714135,129,2931569.4500775193,1069674.636124031,SMS,Awareness
180,7677522.0,206368,22330,153128768.28,6814441368.22,2.6879506173997285,742.0179886416498,44.501379099188036,0.10820476042797333,120,2888549.6766666668,1276073.069,Google Ads,Traffic
181,824991.0,23299,2245,19996299.6,538938861.34,2.8241520210523507,858.247117902056,26.951929713035504,0.09635606678398215,117,3071949.6583760683,170908.5435897436,Google Ads,Engagement
182,7868991.0,219997,22813,158958755.17,6542329972.73,2.795745985730572,722.5496491770342,41.15740567880795,0.10369686859366264,103,2730019.515145631,1543288.885145631,YouTube,Awareness
183,8916768.0,262111,25143,186560858.27,7244721947.12,2.939529210583925,711.7627961817703,38.833022180006715,0.09592500887028778,143,2983436.9407692305,1304621.3865034967,Telegram,Engagement
184,4275613.0,121876,11994,80391441.19,3706566737.5,2.850491847601736,659.6166693196363,46.10648450423681,0.09841150021333159,106,2970356.7243396225,758409.8225471698,Google Ads,Traffic
185,4947148.0,133380,14778,103601894.83,4141002135.75,2.696098843212291,776.7423514020093,39.97033203441845,0.11079622132253711,146,3276873.9458219176,709602.0193835617,Telegram,Engagement
186,7520910.0,212410,20723,147136089.86,6132758909.41,2.824259298409368,692.6985069441175,41.6808609991289,0.09756132008850807,116,2782281.2071551727,1268414.5677586207,Telegram,Awareness
187,1202738.0,33148,3347,27704057.13,978773569.92,2.7560449574221484,835.7685872450826,35.32961130303589,0.10097140098950162,141,2902666.894609929,196482.67468085105,Email,Engagement
188,6538071.0,172912,19288,127162004.4,5532906055.55,2.644694436631233,735.4145715739799,43.510686086275626,0.11154807069491995,121,3022078.911322314,1050925.6561983472,SMS,Awareness
189,5911555.0,172362,18084,143821689.44,5409530535.03,2.9156795462446006,834.4164574558197,37.612758938468495,0.10491871758276186,115,3129566.418521739,1250623.3864347825,TikTok,Engagement
190,4618599.0,130556,14000,85885262.43,4273475407.98,2.8267446470239133,657.842323830387,49.75795948068572,0.10723367750237446,107,2959503.443738318,802666.0040186916,TikTok,Engagement
191,7652411.0,216202,22854,159035432.64,7440664347.37,2.8252795099479107,735.5872408210839,46.786204959828254,0.10570670021553917,124,3184407.682983871,1282543.8116129031,Twitter,Engagement
192,8589446.0,232248,26572,167409537.13,7769626965.38,2.703876361758372,720.8222982759809,46.41089808011704,0.11441218008335917,118,3086536.079576271,1418724.8909322033,LinkedIn,Awareness
193,3030832.0,82729,8337,75726016.28,2529084459.87,2.7295805244236564,915.3503158505482,33.397827907896385,0.10077481898729587,105,2866179.4313333337,721200.155047619,Telegram,Conversion
194,4110547.0,126605,13731,87135866.29,4029013416.3,3.080003707535761,688.2498028513883,46.23828955680427,0.10845543224991114,123,3023829.852520325,708421.6771544716,SMS,Conversion
195,1493809.0,40425,3552,38242217.21,950875525.23,2.706169262603184,946.0041363017934,24.864550086320687,0.08786641929499073,141,3216365.875035461,271221.39865248225,LinkedIn,Traffic
196,975755.0,22597,2854,14684303.75,946710529.71,2.315847728169469,649.834214718768,64.47091709812936,0.1262999513209718,135,2902935.2924444447,108772.62037037036,SMS,Engagement
197,6813998.0,197121,21012,140815739.83,5812247889.97,2.8928831502445407,714.3619392657303,41.275555537945145,0.10659442677340314,132,2991586.973712121,1066785.9078030305,Twitter,Traffic
198,6464039.0,169875,15829,135128628.04,4684406213.54,2.6280008520988196,795.4591790434142,34.66627524815355,0.0931802796173657,138,2683449.736521739,979192.9568115942,YouTube,Traffic
199,1196632.0,27781,2953,19409584.580000002,775741938.4,2.321599288670201,698.6639998560167,39.96695216235277,0.10629566970231454,118,2935280.8144915258,164488.00491525425,Email,Awareness
200,8373589.0,224683,22491,191485560.23,7149958463.5,2.683234154434855,852.2476566095343,37.33941324302436,0.1001010312306672,118,3199782.0969491526,1622758.9849999999,SMS,Traffic
201,1783974.0,48793,3447,28743803.64,1136102904.48,2.735073493223556,589.0968712725186,39.52514144297153,0.07064537946016847,115,3201096.649826087,249946.11860869566,Telegram,Engagement
202,4800397.0,136756,12743,96281363.38,3897637263.12,2.8488477098873277,704.0375806545965,40.48174149484089,0.09318055514931703,113,3052049.2968141595,852047.463539823,YouTube,Awareness
203,6817770.0,199991,17813,127709214.33,4917083828.46,2.933378509395301,638.5748075163382,38.50218525152209,0.08906900810536474,122,2728533.409016393,1046796.8387704918,Instagram,Traffic
204,8751733.0,238515,26169,188150882.47,7247173822.45,2.7253459400555293,788.8429762069471,38.517883771316015,0.10971637003962015,113,3031806.3467256636,1665052.0572566371,Instagram,Awareness
205,9328897.0,244726,24440,172150390.61,7769090213.05,2.6233112017422853,703.4413614000965,45.12966938687099,0.09986678979756952,121,3231318.7354545454,1422730.500909091,Facebook Ads,Conversion
206,7205973.0,206112,21543,143435165.35,6285355032.95,2.860293814589647,695.9088522259742,43.82018187529492,0.10452084303679553,114,3055064.2757017543,1258203.2048245613,Instagram,Traffic
207,1422264.0,31978,3533,31191218.54,1023381020.88,2.248387078629565,975.3961642379136,32.80990832620417,0.11048220651698043,133,2833639.655488722,234520.44015037594,SMS,Traffic
208,1197901.0,33537,3338,31913259.56,905783381.38,2.799647049297062,951.5836109371738,28.382665821930225,0.09953186033336316,121,2608042.2985950415,263745.9467768595,SMS,Engagement
209,5649802.0,158825,15419,110710074.61,4572316548.76,2.8111604619064527,697.0569784983472,41.29991389552366,0.0970816936880214,143,3188482.6134265736,774196.3259440559,Google Ads,Traffic
210,5781639.0,155318,15587,121108010.76,4749045788.47,2.6864008631462464,779.7422755894358,39.21330850591869,0.10035539988925946,125,2913733.15072,968864.08608,SMS,Awareness
211,3005332.0,75346,8174,52411216.06,2806857880.89,2.5070774210636295,695.6071464974916,53.554526910360714,0.10848618373901733,96,3306616.00375,545950.1672916667,TikTok,Engagement
212,347832.0,10492,1003,6363403.2,226053679.81,3.0163987212217394,606.5004956157072,35.52402271319221,0.09559664506290506,124,3142419.31483871,51317.76774193549,LinkedIn,Awareness
213,1790334.0,47842,4773,48356674.81,1469216607.07,2.6722388113055997,1010.7578029764643,30.382912242058687,0.09976589607457882,118,2963203.415932203,409802.32889830513,Facebook Ads,Engagement
214,6320501.0,161231,18033,135389210.85,5490417836.15,2.550921200708615,839.7219570057866,40.55284613655756,0.11184573686201785,122,3370962.3332786886,1109747.6299180328,LinkedIn,Awareness
215,6691202.0,182599,17607,131042126.28,5505063935.48,2.728941675950001,717.6497476985088,42.00987950788614,0.09642440539104814,125,2722285.30344,1048337.01024,SMS,Traffic
216,8271180.0,254870,23501,169008887.09,7428581310.52,3.081422481435539,663.1180095342723,43.95379106049115,0.09220779220779221,132,3270942.3104545455,1280370.3567424242,YouTube,Traffic
217,4438045.0,113005,11608,94529823.61,3496380437.2799997,2.5462788232205846,836.5100978717755,36.987061900220546,0.10272111853457812,123,2776759.038373984,768535.151300813,Telegram,Traffic
218,9315191.0,250558,29797,185167947.83,9035577786.15,2.6897784489872514,739.0222935607724,48.796662122353005,0.11892256483528764,127,3148707.308110236,1458015.3372440946,LinkedIn,Traffic
219,557796.0,14569,1787,10945105.97,514768758.85,2.6118867829815917,751.259933420276,47.03186613824992,0.12265769785160271,119,3340817.6248739497,91975.68042016808,Twitter,Engagement
220,6140183.0,159558,14455,110807126.32000001,4331394121.95,2.5985870453698205,694.462993519598,39.08949059324364,0.09059401596911468,120,2851858.5508333337,923392.7193333334,TikTok,Traffic
221,7846764.0,227820,25103,175590754.4,7721014444.12,2.903362456166644,770.7433693266614,43.97164571963363,0.11018786761478361,132,3170120.661969697,1330232.987878788,Instagram,Traffic
222,3893776.0,111886,12774,92532680.14,3711382275.14,2.873457538389471,827.0264388752838,40.108881203103124,0.11416977995459664,131,2990465.7572519085,706356.3369465648,LinkedIn,Conversion
223,2621325.0,66077,7389,45971160.65,2154194499.41,2.5207480949519803,695.7210625482392,46.85969353288451,0.11182408402318507,128,3387356.721171875,359149.692578125,Email,Conversion
224,3664466.0,93353,9976,71183272.36,2862656157.21,2.5475198842068667,762.5172448662603,40.215293035876385,0.10686319668355597,125,2912510.17024,569466.17888,TikTok,Awareness
225,1939128.0,52921,5678,37933200.99,1767118114.22,2.7291132921601875,716.789195026549,46.58499857910356,0.10729200128493414,116,2910064.329913793,327010.353362069,LinkedIn,Engagement
226,5533933.0,150253,16217,111077991.99,5254064654.4,2.7151214154562404,739.273039406867,47.300680902415,0.10793128922550631,122,3201287.5901639345,910475.3441803278,Email,Awareness
227,6532091.0,175681,19098,117444938.72,6060032269.4,2.6895063158183192,668.512467028307,51.59892231582408,0.10870839760702637,110,3095799.8714545458,1067681.2610909091,LinkedIn,Engagement
228,9839563.0,272446,27403,171445720.2,8757552165.49,2.7688831302772288,629.2833082519104,51.080611141963054,0.1005813996168048,138,3045232.78384058,1242360.2913043478,Twitter,Engagement
229,7117784.0,208522,21741,138167023.52,6770277139.86,2.92959156951096,662.6016608319507,49.00067300704343,0.10426237998868225,128,3246859.06640625,1079429.87125,Facebook Ads,Traffic
230,1065642.0,32157,4027,25011800.17,1143192421.97,3.0176175488578716,777.8026610069347,45.70612327781123,0.1252293435332898,126,3301379.916428571,198506.35055555557,LinkedIn,Traffic
231,2444004.0,63721,7627,57268890.73,2158100712.06,2.607237958694012,898.7443814441078,37.68364786799495,0.1196936645689804,121,2737613.0047107437,473296.6176033058,Facebook Ads,Conversion
232,2423525.0,64013,7255,52073106.1,2341375223.73,2.641317915020476,813.477045287676,44.96323340562164,0.11333635355318451,128,3055700.17171875,406821.14140625,Telegram,Awareness
233,3298319.0,93360,8473,66452097.17,2635679359.35,2.8305327653268226,711.7833887103685,39.66284694683624,0.09075621251071123,114,3193874.3157894737,582913.1330701754,Facebook Ads,Engagement
234,4277164.0,119124,13065,89448428.28,4037922700.71,2.7851164930781236,750.8850297169337,45.142466763866544,0.10967563211443537,133,3028334.327368421,672544.5735338345,Email,Engagement
235,6594832.0,199059,19518,130943228.96,6172538138.47,3.0184089602282516,657.8111462430736,47.13904023518133,0.09805133151477703,127,2965447.506614173,1031049.0469291338,Twitter,Awareness
236,6903032.0,194376,21771,150433543.47,6303360474.97,2.8158061559036667,773.930647147796,41.90129627722981,0.11200456846524262,139,2690277.464532374,1082255.7084172661,YouTube,Traffic
237,3272419.0,96493,9489,64250754.79,2974368245.33,2.9486749710229647,665.8592311359373,46.29312535006875,0.09833873959769103,125,2868829.07848,514006.03832,SMS,Engagement
238,4045811.0,109841,11438,81605394.27,3575154036.65,2.714931567490424,742.9411082382717,43.810266081445896,0.10413233674128969,118,3398837.1188983046,691571.137881356,TikTok,Engagement
239,3788157.0,104942,9490,78908703.75,2922501239.25,2.770265329552075,751.9268143355378,37.03648774296334,0.09043090469020983,140,2949364.0402142857,563633.5982142857,Instagram,Conversion
240,3630840.0,107859,12453,75459510.52,3591897507.36,2.9706348944046006,699.612554538796,47.60032874064289,0.11545629015659332,125,2862172.52344,603676.08416,Instagram,Traffic
241,7693577.0,231239,25279,146037939.77,7639365452.36,3.0056110441216095,631.5454563027863,52.31082733974123,0.1093197946713141,132,2979375.626818182,1106348.028560606,Facebook Ads,Traffic
242,1742930.0,50700,5611,36465229.11,1767991086.8899999,2.908894792102953,719.2352881656805,48.484299428278014,0.1106706114398422,117,2854299.8016239316,311668.6248717949,Google Ads,Engagement
243,4435653.0,145690,14977,99938683.01,4539804465.11,3.284522030916305,685.9680349371954,45.425898444706746,0.1028004667444574,127,2935124.9803149607,786918.7638582678,YouTube,Engagement
244,1970320.0,63061,5936,40476351.87,1829989736.49,3.200546104186122,641.8602919395505,45.211330862214886,0.0941310794310271,101,2920914.2315841583,400755.9591089109,Twitter,Awareness
245,6088070.0,170589,16134,112818366.76,5400911715.37,2.8020210017296123,661.3460818692882,47.87262810548774,0.0945781967184285,138,2982808.061594203,817524.3968115943,YouTube,Awareness
246,8603313.0,242479,26604,183723213.22,8058636093.08,2.81843750192513,757.6871119560869,43.86291722119054,0.1097167177363813,125,2899690.9424,1469785.70576,Facebook Ads,Conversion
247,8120755.0,207382,21538,152979321.2,6667268305.22,2.553728070850555,737.6692345526612,43.58280748614016,0.10385665101117744,107,2699864.8548598136,1429713.2822429906,Telegram,Conversion
248,4749110.0,133389,14192,84074960.51,4642604469.29,2.8087157383172845,630.2990539699675,55.219823371047575,0.10639557984541453,137,2876539.0710218977,613685.8431386861,TikTok,Traffic
249,681456.0,16319,1782,15720675.93,305059882.04,2.3947254114719074,963.3357393222624,19.40501053506546,0.10919786751639193,120,2691198.635083333,131005.63275,LinkedIn,Traffic
250,4495651.0,129069,14533,91990352.55,4341548653.01,2.8709746374885414,712.7222845919624,47.19569533827165,0.11259868752372762,114,3159438.6507894737,806932.9171052631,Facebook Ads,Traffic
251,4344755.0,121727,11439,86559226.43,3528554735.52,2.801699980781425,711.0930724490048,40.76462881023462,0.09397257798187748,122,3143149.366147541,709501.8559836067,Twitter,Engagement
252,1486854.0,43898,5412,33324225.23,1692620277.01,2.9524082391411666,759.1285532370496,50.79248700690648,0.12328579889744408,116,2772539.7591379313,287277.80370689655,Google Ads,Conversion
253,5928352.0,187069,20036,143353325.06,5932942231.72,3.1554975143176387,766.3125641340896,41.38684770120811,0.10710486504979447,139,2886496.6987769785,1031318.885323741,TikTok,Traffic
254,5348310.0,134012,13262,117595502.59,3632924007.6,2.5056887128831353,877.4997954660777,30.89339241370727,0.09896128704892099,128,2659899.682890625,918714.863984375,Email,Traffic
255,2482152.0,64747,6692,48752025.13,2186680596.86,2.6085026219184,752.961915301095,44.85312335290881,0.10335614005282098,107,2548566.5529906545,455626.40308411216,YouTube,Traffic
256,2145711.0,50444,5339,42227442.57,1491336561.1399999,2.3509223749144224,837.1152678217429,35.316762521619125,0.10584013956070097,143,3126793.0525874123,295296.8011888112,Instagram,Conversion
257,5007691.0,144794,12941,101700945.82,3769124689.82,2.8914323986843438,702.3837025014848,37.06086171991906,0.08937525035567773,125,2821712.27288,813607.56656,TikTok,Traffic
258,5355078.0,148757,17107,98981300.0,4823673848.97,2.7778680347886624,665.3891917691268,48.73318342929422,0.11499963026949993,107,3038347.3040186916,925058.8785046729,Telegram,Engagement
259,8235333.0,245022,27030,175740861.47,8247408194.64,2.975253095412171,717.2452329586731,46.92937160802459,0.11031662462962509,128,2975813.09078125,1372975.480234375,Facebook Ads,Traffic
260,1078209.0,32325,3509,27038901.61,1048426279.32,2.9980272841350795,836.4702740912606,38.774736283379674,0.10855375096674401,112,2872242.0650000004,241418.764375,TikTok,Engagement
261,1340586.0,33866,4486,29112235.32,1151308673.84,2.5262086878424808,859.6301694915254,39.54724400874346,0.13246323746530445,126,2805081.8950793655,231049.48666666666,Telegram,Traffic
262,6605504.0,175673,20969,138817632.99,6128553857.76,2.659494264177268,790.2047155225903,44.148237696874446,0.1193638180027665,130,3080194.028076923,1067827.946076923,YouTube,Traffic
263,2201404.0,59489,5806,37195216.41,1842767141.6200001,2.7023208824913554,625.2452791272335,49.543121924801305,0.09759787523743886,119,3112703.4315126054,312564.8437815126,SMS,Traffic
264,5086874.0,143219,15009,113029833.18,4669612593.67,2.81546191236504,789.2097639279705,41.3130981643903,0.10479754781139373,126,3256244.489761905,897062.1680952382,Email,Traffic
265,2970865.0,84498,7814,55139390.78,2696969967.52,2.8442221373236416,652.5526140263675,48.91185646719617,0.09247556155175271,123,2976019.1531707314,448287.7299186992,Unknown,Engagement
266,1699411.0,42486,3871,35169057.480000004,1170841211.47,2.5000426618398963,827.7799152662054,33.291799535311284,0.09111236642658758,128,2686681.03125,274758.26156250003,Telegram,Conversion
267,7458325.0,219165,22973,150074736.38,6488101158.05,2.9385284229367854,684.756856158602,43.23246746622072,0.10482056897771086,127,2921316.4825984254,1181690.8376377951,Email,Engagement
268,1727337.0,49226,5057,38976656.79,1534610626.19,2.8498202724772295,791.7900457075528,39.372556616598416,0.10273026449437289,139,3056962.094604316,280407.6028057554,Email,Awareness
269,3975590.0,118038,11289,81313312.49,3484554561.3,2.969068741998043,688.8740277707178,42.85343266182318,0.09563869262440909,128,3120126.3283593752,635260.253828125,YouTube,Awareness
270,953705.0,30233,3749,18612654.73,1228973087.13,3.1700578271058664,615.6403509410247,66.02889834673252,0.12400357225548242,120,2829816.302333333,155105.45608333332,Instagram,Engagement
271,275209.0,10061,537,9354349.790000001,99074215.06,3.65576707157106,929.7634221250373,10.591245493718061,0.053374416062021666,127,2705993.806929134,73656.29755905512,YouTube,Conversion
272,1177239.0,33162,3785,23208367.06,1074496203.05,2.8169301220907563,699.8482317109945,46.297794251191064,0.11413666244496713,133,2969698.56443609,174499.00045112782,Telegram,Awareness
273,1149777.0,26019,2762,25676941.06,628651268.73,2.2629605566992557,986.8534939851646,24.48310596114287,0.10615319574157346,115,3338406.979043478,223277.74834782607,Facebook Ads,Traffic
274,5753633.0,158809,15204,121775166.56,4527090664.15,2.760151716315587,766.8026784376201,37.17581171953849,0.09573764711068013,132,3318868.1816666666,922539.1406060606,YouTube,Conversion
275,365284.0,12662,1048,7206413.130000001,331372276.75,3.4663439953570374,569.1370344337388,45.982969720471736,0.08276733533407045,131,2665858.512900763,55010.787251908405,Email,Traffic
276,4112232.0,124900,14310,78357709.29,4249505726.83,3.037279997821135,627.3635651721378,54.23213319193241,0.11457165732586069,122,3327441.9358196724,642276.3056557378,LinkedIn,Conversion
277,5452902.0,153189,15017,107501190.11,4301796267.33,2.809311445538541,701.7552834080776,40.01626645182449,0.09802923186390668,122,2980134.8205737704,881157.2959836066,Facebook Ads,Conversion
278,5925041.0,158166,15972,125037583.42,4431605599.11,2.669449882287734,790.5465360444091,35.442188483636,0.10098251204430787,112,3012170.615625,1116406.9948214286,Facebook Ads,Traffic
279,8689898.0,232677,22703,170338240.81,6705134706.99,2.6775573200053673,732.0802692573826,39.36364890881486,0.09757303042415022,126,3025535.1345238094,1351890.800079365,Twitter,Engagement
280,3597907.0,97600,10894,76369867.83,3582711255.31,2.7126882379116526,782.4781539959016,46.9126287253128,0.1116188524590164,94,2999362.0585106383,812445.4024468085,LinkedIn,Awareness
281,5742937.0,140232,14355,124455306.44,4220957733.02,2.441816791652076,887.495767299903,33.91545008211383,0.10236607906897142,108,2978107.831388889,1152363.9485185186,Google Ads,Awareness
282,5618102.0,149565,15038,119895306.5,4376260989.74,2.66219801634075,801.6267609400595,36.50068645297637,0.10054491358272323,138,2878774.586956522,868806.5688405797,Instagram,Traffic
283,4831003.0,143417,16318,103885245.57000001,5190603669.6,2.968679588896964,724.357960144195,49.96478220867722,0.113780095804542,144,2713296.1836805553,721425.3164583334,Email,Conversion
284,2582611.0,71652,7932,64162239.35,2416830073.79,2.7744015649278966,895.4703197398537,37.66748321557763,0.1107017250041869,113,3166261.4032743364,567807.4278761062,Facebook Ads,Traffic
285,9137177.0,232002,25480,185275779.28,6534987933.55,2.539099330132272,798.5956124516168,35.271679649361666,0.10982663942552219,104,2980372.9733653846,1781497.8776923078,Twitter,Engagement
286,6339012.0,181414,19625,124748666.67,6058068720.6,2.8618655399295663,687.6463044197251,48.56219214451024,0.10817797964875919,133,3069691.5277443607,937959.8997744361,Email,Conversion
287,4665809.0,134555,13707,86997757.22,4315616817.04,2.8838514392680885,646.5590815651592,49.60606979932442,0.10186912414997584,128,2955217.890703125,679669.97828125,TikTok,Traffic
288,6576370.0,186679,20531,156638159.57,6451480621.91,2.838632862810335,839.0775586434468,41.18715796725701,0.10998023344886142,107,2926863.340186916,1463908.033364486,Facebook Ads,Engagement
289,3262972.0,77641,7953,71600947.84,2106722194.25,2.3794565200069138,922.2053791167039,29.423104830367564,0.10243299287747452,138,2898154.6936956523,518847.44811594207,SMS,Traffic
290,4260746.0,117912,14687,94792785.9,3911936677.91,2.767402703657998,803.9282337675555,41.26829526918672,0.12455899314743199,105,2850162.375238095,902788.4371428572,LinkedIn,Traffic
291,8179726.0,215817,21101,182941073.86,6850374454.01,2.6384380112487875,847.6675788283593,37.445797761373214,0.09777264997660054,107,3152641.8893457945,1709729.6622429907,Google Ads,Engagement
292,3535052.0,99532,8635,70699264.27,2474889161.24,2.8155738586023626,710.3169259132741,35.00586868610705,0.08675601816501226,113,3062484.0153097347,625657.2059292035,Email,Conversion
293,837758.0,20911,2083,12180493.07,574007125.86,2.496066883276555,582.4921366744776,47.125114111657226,0.09961264406293338,114,2963642.3911403506,106846.4304385965,Telegram,Traffic
294,947445.0,26058,2959,19885304.66,885661387.77,2.750344347165271,763.117071916494,44.538487235327075,0.11355437869368332,131,2876576.5059541985,151796.21877862595,SMS,Engagement
295,6340037.0,161244,15808,128872899.94,4927755335.82,2.5432659146941887,799.241521793059,38.23732792630754,0.09803775644365062,118,3290309.6031355932,1092143.2198305083,Email,Traffic
296,4914554.0,127558,13640,105874626.87,4050680303.72,2.5955152797181595,830.0116564229605,38.259216806437465,0.10693174869471142,130,2840193.201,814420.2066923077,SMS,Traffic
297,8340259.0,223621,22136,179700342.8,6951181126.65,2.681223688616864,803.5933244194418,38.68206937360388,0.09898891427907039,116,3071465.875689655,1549140.8862068967,TikTok,Conversion
298,6949599.0,200117,20832,152301927.92,6286936585.04,2.8795474386363877,761.064416916104,41.279428769558024,0.1040991020253152,99,2798255.1654545455,1538403.3123232322,Twitter,Engagement
299,4802654.0,141934,13460,100801917.34,4095877357.77,2.955324285280597,710.2027515605845,40.63293105779728,0.0948328096157369,116,3127973.516982759,868982.0460344828,Telegram,Engagement
300,3447943.0,100195,9235,71527567.51,2649634523.2799997,2.905935509954776,713.8836020759519,37.04354300752034,0.09217026797744399,121,3158194.468512397,591136.921570248,Twitter,Traffic
301,2821154.0,78281,7580,60447916.86,2240435533.05,2.7747864880825364,772.1914239726115,37.06389979060728,0.09683064856095348,117,3102871.749059829,516648.862051282,Instagram,Traffic
302,5675010.0,165178,17891,126201739.33,5407881179.79,2.910620421814235,764.0347947668575,42.851082786182076,0.10831345578709028,123,3220556.1987804878,1026030.4010569105,Facebook Ads,Traffic
303,6948432.0,193795,21641,147209121.34,6617942811.97,2.7890465071832033,759.6125872184525,44.95606489413749,0.11166954771794937,116,2982307.427672414,1269044.1494827587,Google Ads,Conversion
304,2491109.0,66365,7084,56609701.68,2427780654.7,2.664074514603737,853.0053745197016,42.886300097881026,0.10674301212988774,120,3007226.5072500003,471747.514,Facebook Ads,Conversion
305,8600158.0,243747,24307,177689704.65,7071804649.78,2.834215371392014,728.9923759061651,39.79861784175687,0.0997222529918317,122,3000334.9224590166,1456472.9889344263,Telegram,Awareness
306,9051914.0,248452,27282,177992965.36,8055096224.41,2.744745475929179,716.4078589023233,45.25513807873333,0.10980793070693735,127,2863247.9712598426,1401519.4122834646,Facebook Ads,Awareness
307,5837145.0,153138,18134,112296761.34,5781855803.68,2.6235085816782004,733.3043486267288,51.48728898934424,0.11841606916637282,126,3104830.7965873014,891244.1376190477,Email,Conversion
308,5736255.0,162546,17146,117745825.61,5185365036.59,2.8336606374716604,724.3846394866683,44.038631600962795,0.1054839860716351,136,3105048.9200735292,865778.1294852941,Email,Conversion
309,7203730.0,215268,22166,149880206.93,6527618434.73,2.988285235565464,696.2493586134493,43.552237940121444,0.102969321961462,112,2900155.2330357144,1338216.1333035715,Facebook Ads,Traffic
310,8697606.0,259391,26842,178885367.12,7949574009.6,2.982326401080941,689.6359824357822,44.43948735207202,0.10348084551892703,112,2871004.0039285715,1597190.777857143,YouTube,Traffic
311,8896736.0,241719,23324,172938536.39000002,6610835163.89,2.7169402351604006,715.4528042479078,38.22650117138533,0.09649220789429047,114,2889995.7584210522,1517004.7051754387,SMS,Awareness
