customer_id,campaign_id,acquisition_date,first_purchase_amount,lifetime_value,source,device,age_group,gender
6247,357,2024-10-08,1356024.67,1520348.31,Instagram,desktop,55+,m
6248,255,2023-12-03,1536657.86,5062084.07,Direct,desktop,55+,m
6249,22,2025-06-12,574820.5,816150.89,Direct,Tablet,45-54,F
6250,170,2025-07-16,1383035.72,4134643.86,Referral,desktop,25-34,Male
6251,113,2025-07-20,301280.07,941366.06,Instagram,desktop,35-44,Male
6252,52,2024-04-08,60857.33,247813.59,Direct,desktop,18-24,Female
6253,25,2024-11-25,664626.61,2257992.78,Email,Mobile,55+,F
6254,364,2024-02-05,1135850.66,1632084.14,Referral,mobile,35-44,Male
6255,480,2024-04-29,1521660.47,5620338.64,Direct,Tablet,25-34,
6256,55,2024-11-11,1273281.12,2207349.4,Referral,desktop,25-34,F
6257,169,2025-09-25,596604.28,2379188.3,Email,Desktop,45-54,m
6258,210,2025-06-25,267325.93,407375.25,Referral,mobile,25-34,f
6259,181,2024-04-05,156965.14,451062.69,Instagram,desktop,25-34,Female
6260,363,2025-02-23,680676.58,1676651.49,Organic,Mobile,18-24,m
6261,166,2025-09-15,559785.72,1562633.18,Google,Mobile,25-34,F
6262,9,2024-02-07,1329930.89,1401873.37,Referral,Mobile,25-34,m
6263,491,2024-03-24,1991127.53,8812356.16,Google,mobile,55+,Male
6264,191,2024-04-14,896682.03,4460987.73,Organic,mobile,55+,f
6265,408,2024-08-02,1546082.37,1788758.98,Google,Tablet,55+,Female
6266,425,2025-03-06,1863732.61,3086088.05,Instagram,desktop,35-44,m
6267,385,2023-12-06,98899.93,201304.04,Organic,mobile,18-24,F
6268,177,2024-04-16,396091.73,1438566.83,Instagram,desktop,55+,
6269,492,2024-10-18,658026.06,2108183.91,Organic,Mobile,55+,m
6270,401,2025-09-02,1937466.58,5984110.71,Organic,mobile,55+,m
6271,467,2025-08-22,738637.77,1170901.65,Instagram,Desktop,55+,
6272,15,2024-07-12,884668.29,1740824.41,Email,Mobile,25-34,F
6273,373,2025-01-23,1902244.68,8166992.53,Email,desktop,45-54,
6274,148,2025-10-19,1464056.06,5018260.73,Email,Mobile,25-34,F
6275,309,2024-12-18,483047.21,1590380.43,Facebook,mobile,18-24,Female
6276,457,2023-12-30,1867693.41,6200718.59,Google,Mobile,45-54,Male
6277,15,2024-02-04,1755344.47,4187952.48,Facebook,Tablet,45-54,f
6278,30,2025-07-15,694623.01,1239457.02,Direct,Mobile,55+,
6279,363,2025-09-19,1287643.77,4612040.29,Google,mobile,45-54,m
6280,475,2025-01-27,956566.07,2448286.36,Organic,Desktop,35-44,Female
6281,379,2024-02-05,1793313.34,5233013.88,Referral,desktop,45-54,Male
6282,464,2024-03-19,787233.68,2721503.74,Email,Tablet,45-54,F
6283,172,2024-08-12,70585.66,257132.16,Organic,Tablet,55+,Female
6284,284,2025-07-02,1594668.97,7599683.67,Instagram,Desktop,45-54,f
6285,301,2025-10-16,1310816.94,5016469.11,Direct,Desktop,18-24,F
6286,189,2024-04-16,816944.3,1988541.12,Facebook,mobile,55+,f
6287,168,2025-08-09,898475.67,3756699.03,Email,Desktop,18-24,
6288,37,2024-08-23,1083469.67,5409035.45,Google,Tablet,55+,
6289,248,2025-01-25,1667070.44,4013900.02,Referral,Mobile,55+,f
6290,463,2025-07-28,1019587.7,3824719.9,Direct,Desktop,18-24,Male
6291,383,2024-04-21,1803172.07,3666229.19,Direct,desktop,45-54,Female
6292,147,2025-08-28,749191.41,1138852.97,Google,Desktop,55+,Male
6293,349,2023-11-26,89596.88,284439.38,Direct,desktop,18-24,
6294,347,2025-11-03,218380.37,1054605.36,Facebook,Tablet,35-44,m
6295,398,2025-10-24,492652.52,2152652.93,Referral,Mobile,45-54,m
6296,476,2025-07-31,377746.79,1122261.42,Referral,Mobile,18-24,f
6297,303,2025-07-04,1752998.97,4209965.35,Google,Mobile,55+,m
6298,316,2024-07-23,280747.53,1008111.77,Instagram,Desktop,18-24,
6299,264,2025-03-27,197295.83,531568.19,Google,desktop,45-54,f
6300,102,2025-11-03,1963059.92,9019088.74,Instagram,Mobile,45-54,m
6301,9,2023-11-17,1907189.13,3130077.59,Google,Desktop,18-24,
6302,360,2024-10-04,1830226.31,7864491.87,Google,Desktop,25-34,F
6303,359,2025-08-05,838576.01,2735997.32,Google,Tablet,18-24,Female
6304,443,2025-04-14,516787.46,1606381.17,Facebook,desktop,25-34,f
6305,367,2024-01-08,1074544.14,2964444.54,Facebook,desktop,45-54,F
6306,445,2024-12-26,1315485.75,,Referral,mobile,35-44,
6307,302,2025-04-12,198710.38,516641.93,Referral,Desktop,35-44,m
6308,455,2024-05-15,885898.17,2642856.6,Instagram,Tablet,55+,F
6309,229,2024-11-18,639897.42,1332484.3,Google,desktop,35-44,m
6310,195,2025-04-22,1470587.56,2748048.29,Instagram,Tablet,45-54,m
6311,147,2025-09-27,1193635.79,3739146.18,Instagram,Tablet,25-34,
6312,148,2024-09-03,786135.69,1292389.42,Direct,mobile,55+,Female
6313,392,2024-03-25,833158.15,1530332.71,Direct,Mobile,45-54,Female
6314,19,2025-03-02,422489.57,981687.72,Direct,Desktop,25-34,m
6315,263,2025-01-20,1406335.92,5717953.62,Referral,Mobile,18-24,M
6316,200,2024-03-19,575864.68,2287480.97,Facebook,Desktop,45-54,Female
6317,370,2024-02-02,689880.69,1511392.3,Instagram,Desktop,25-34,Male
6318,163,2024-12-14,54826.02,157067.2,Referral,Mobile,25-34,f
6319,490,2025-03-07,1983918.54,8122480.32,Facebook,Tablet,25-34,f
6320,106,2025-01-11,763988.1,1398717.41,Google,desktop,35-44,Male
6321,61,2025-05-03,690014.32,818937.13,Facebook,Desktop,35-44,Male
6322,366,2024-03-01,1167423.13,2115057.12,Referral,Mobile,55+,Female
6323,342,2024-02-01,903847.59,4478235.31,Referral,Mobile,45-54,Male
6324,42,2025-10-29,1523101.15,5839515.28,Direct,Desktop,55+,F
6325,216,2024-06-15,1797208.54,6778604.84,Email,Mobile,25-34,
6326,437,2025-10-12,1663065.33,8245394.98,Email,Desktop,45-54,f
6327,150,2025-03-05,486021.84,490080.04,Referral,mobile,25-34,m
6328,471,2025-06-11,171695.24,521228.62,Referral,Desktop,55+,Male
6329,80,2024-08-28,1779935.31,5511175.22,Referral,mobile,45-54,
6330,122,2025-05-12,1821825.65,987565.05,Facebook,Tablet,35-44,m
6331,322,2025-01-13,959887.38,3324335.51,Google,Tablet,55+,m
6332,219,2024-06-21,334791.59,1177232.53,Instagram,Tablet,55+,
6333,49,2023-11-19,1392780.06,5709067.43,Google,desktop,35-44,Male
6334,292,2024-04-05,1320891.1,3838067.68,Instagram,desktop,45-54,m
6335,67,2024-05-14,1932803.6,6100794.07,Organic,Mobile,45-54,M
6336,419,2024-04-08,135655.65,403220.94,Facebook,Tablet,35-44,F
6337,139,2023-11-30,1131685.97,1344947.61,Organic,Desktop,18-24,M
6338,480,2024-08-15,1026771.15,4961768.56,Referral,Tablet,25-34,Male
6339,179,2024-08-21,1665306.52,4636863.55,Organic,Tablet,35-44,f
6340,450,2025-04-11,1578779.8,4644268.76,Google,Desktop,25-34,
6341,476,2024-11-07,117761.71,141105.93,Facebook,Desktop,55+,Male
6342,222,2023-11-13,615565.82,1000010.48,Google,Mobile,18-24,m
6343,468,2025-01-18,1948707.54,5377843.06,Instagram,Mobile,45-54,Female
6344,470,2025-07-01,621821.18,2813960.23,Email,mobile,45-54,Male
6345,81,2025-07-18,525633.79,2361524.79,Email,desktop,55+,F
6346,258,2025-03-13,1287846.13,1786562.64,Direct,desktop,25-34,F
6347,333,2025-04-14,967399.13,4005721.16,Instagram,mobile,18-24,Male
6348,253,2025-08-02,721235.48,3126369.74,Facebook,Tablet,25-34,f
6349,414,2025-09-04,1910471.51,6049264.94,Instagram,Desktop,45-54,Male
6350,109,2025-05-03,1134411.01,5092180.32,Direct,Desktop,25-34,
6351,185,2025-10-23,116973.96,272712.83,Google,mobile,55+,Female
6352,236,2024-06-13,731338.43,3375233.89,Referral,Mobile,35-44,Female
6353,19,2025-11-03,790165.84,860628.61,Referral,Tablet,45-54,m
6354,164,2025-06-21,1636822.07,3576106.53,Direct,desktop,25-34,m
6355,341,2025-05-06,1441355.31,2005741.61,Organic,Tablet,25-34,
6356,97,2024-01-09,1021126.02,2159940.43,Organic,desktop,55+,F
6357,2,2024-12-20,489980.86,2379334.45,Facebook,Desktop,18-24,M
6358,16,2024-07-01,1133381.2,4399442.73,Organic,mobile,35-44,Female
6359,380,2024-06-16,598708.35,2339298.01,Email,desktop,25-34,Male
6360,169,2025-08-12,1666791.9,4947005.9,Google,desktop,45-54,F
6361,181,2024-11-16,1687852.32,7933729.85,Instagram,mobile,18-24,Male
6362,493,2023-11-24,1110574.6,3986331.4,Referral,Mobile,45-54,F
6363,79,2024-01-18,1489118.08,5848536.77,Email,desktop,45-54,F
6364,19,2025-10-25,1810490.8,2288655.35,Direct,Desktop,55+,Male
6365,161,2024-07-06,525251.26,1728634.67,Google,Mobile,55+,M
6366,282,2025-03-29,668551.54,2861223.45,Facebook,Desktop,18-24,Male
6367,248,2023-12-20,323036.47,710427.78,Google,mobile,55+,f
6368,305,2025-05-15,1922023.79,9397020.82,Instagram,mobile,55+,
6369,194,2024-08-31,1507529.49,2358160.85,Instagram,Mobile,45-54,M
6370,268,2025-07-09,1419064.8,5862828.65,Facebook,Tablet,45-54,f
6371,364,2025-04-16,51960.67,213621.03,Instagram,desktop,35-44,
6372,349,2024-11-01,1426630.9,3238551.66,Email,mobile,55+,Female
6373,301,2024-04-01,737846.48,1540593.71,Facebook,Desktop,18-24,F
6374,125,2025-10-28,1712865.3,3022830.05,Google,Mobile,25-34,m
6375,365,2025-07-15,822267.67,2916690.15,Email,mobile,25-34,F
6376,344,2024-06-19,1585624.4,7725519.56,Facebook,Mobile,25-34,f
6377,264,2025-03-12,1030971.5,2243514.2,Organic,Desktop,45-54,m
6378,2,2024-05-05,1635140.22,2890906.71,Referral,Desktop,25-34,m
6379,58,2025-02-12,586814.71,2260782.91,Referral,Desktop,35-44,M
6380,248,2024-07-11,584235.97,2741772.08,Instagram,Mobile,35-44,m
6381,283,2024-06-25,581368.79,2031217.96,Instagram,Mobile,25-34,
6382,177,2024-04-27,299407.9,1324796.4,Google,Mobile,25-34,Male
6383,41,2024-11-27,1470948.25,5073434.27,Facebook,Tablet,25-34,f
6384,434,2024-12-01,200559.67,604099.93,Google,Mobile,45-54,
6385,246,2025-01-02,1590247.77,6124413.19,Email,mobile,25-34,m
6386,288,2025-08-29,630308.05,3087698.64,Facebook,Desktop,55+,m
6387,178,2025-11-01,1681104.39,4983443.98,Organic,Tablet,35-44,M
6388,167,2023-11-27,642316.24,407173.41,Email,Mobile,45-54,m
6389,130,2025-09-21,913510.02,2219605.24,Google,Mobile,18-24,F
6390,479,2025-05-19,100020.15,386008.25,Referral,Desktop,55+,
6391,329,2025-04-16,303819.59,916123.15,Referral,Tablet,18-24,M
6392,357,2024-12-03,1413370.23,3067010.74,Organic,desktop,35-44,Male
6393,185,2023-12-03,1416197.0,3883097.53,Instagram,desktop,45-54,Female
6394,466,2025-01-10,293153.52,861854.36,Organic,Tablet,45-54,M
6395,462,2025-02-02,1293388.59,6328238.05,Organic,desktop,55+,M
6396,164,2025-01-18,1297807.03,4414821.08,Facebook,Mobile,25-34,m
6397,136,2025-10-27,855904.82,3123604.64,Email,Desktop,45-54,m
6398,366,2024-03-28,926117.93,2517273.42,Referral,Tablet,35-44,
6399,129,2025-10-16,546088.71,896302.01,Google,Desktop,35-44,F
6400,44,2025-02-23,1623062.06,2907169.67,Google,Tablet,25-34,m
6401,414,2024-02-06,977998.49,1477785.18,Referral,Mobile,45-54,F
6402,344,2023-11-19,483086.32,1656790.39,Referral,desktop,45-54,F
6403,296,2024-09-23,1984601.44,7993807.03,Direct,Desktop,25-34,Male
6404,186,2024-02-08,1839583.42,2784076.33,Instagram,mobile,25-34,
6405,241,2025-01-27,622282.94,412263.77,Facebook,mobile,55+,Female
6406,442,2025-05-03,851402.72,1342923.29,Organic,Tablet,25-34,f
6407,462,2024-08-12,348559.06,1035538.2,Organic,Desktop,25-34,F
6408,186,2025-09-20,353716.81,1531653.55,Referral,Mobile,45-54,
6409,302,2024-01-04,1582690.43,3337580.06,Direct,mobile,25-34,Male
6410,361,2024-06-10,197295.56,387079.04,Email,mobile,55+,f
6411,483,2024-06-15,464951.32,538057.06,Facebook,Desktop,35-44,
6412,265,2024-10-13,181520.42,568763.04,Instagram,Tablet,55+,Male
6413,464,2025-07-26,400610.09,1464406.98,Facebook,mobile,35-44,F
6414,208,2025-01-01,266841.02,1168299.23,Organic,desktop,25-34,f
6415,498,2025-08-14,873856.03,2612274.98,Referral,Mobile,25-34,Male
6416,189,2025-01-03,978162.41,1864087.16,Referral,mobile,25-34,M
6417,222,2025-08-20,1629507.86,8110359.48,Google,Mobile,35-44,
6418,287,2023-12-02,1945322.39,7566754.22,Referral,mobile,18-24,f
6419,360,2025-06-27,1799221.61,2384014.06,Organic,mobile,45-54,Female
6420,477,2025-03-23,1212675.1,2036210.65,Direct,Tablet,45-54,m
6421,62,2024-02-24,1551019.08,4228308.81,Organic,Desktop,18-24,m
6422,379,2025-08-22,113705.14,551962.95,Direct,desktop,35-44,Male
6423,59,2025-09-07,1524579.86,2153683.16,Referral,Desktop,55+,Male
6424,474,2025-10-06,320073.02,945232.37,Instagram,desktop,55+,F
6425,345,2025-04-24,327540.51,568151.79,Direct,Desktop,55+,Male
6426,14,2025-06-23,1089881.68,3534894.19,Organic,Desktop,35-44,F
6427,269,2024-02-22,1507245.14,5411398.05,Google,Mobile,55+,f
6428,177,2024-07-05,1055844.38,4160164.57,Google,Tablet,25-34,Male
6429,464,2024-03-12,1310038.43,1789902.58,Organic,Tablet,55+,M
6430,443,2024-07-23,1221237.85,6055923.55,Email,Desktop,25-34,Male
6431,241,2024-11-29,1069265.96,4841448.55,Direct,desktop,25-34,f
6432,217,2025-03-08,1304630.76,4344014.68,Direct,Desktop,25-34,F
6433,247,2025-03-07,1683866.51,4613092.57,Referral,mobile,35-44,Female
6434,295,2024-12-28,475248.31,1112069.27,Organic,Desktop,25-34,
6435,247,2024-10-19,1862970.18,4868298.77,Facebook,mobile,35-44,Male
6436,287,2024-11-26,1450664.46,2689589.21,Facebook,Desktop,35-44,Female
6437,18,2024-06-01,293968.64,1259278.36,Referral,mobile,45-54,f
6438,93,2024-02-15,1507066.21,4759470.92,Organic,Desktop,45-54,f
6439,309,2024-03-03,316611.04,418979.26,Google,Mobile,45-54,f
6440,449,2024-02-16,1054229.78,3709894.03,Google,mobile,18-24,m
6441,203,2025-06-10,106697.41,532163.33,Instagram,Tablet,35-44,f
6442,392,2025-06-04,1075896.45,2848922.1,Direct,Tablet,25-34,Male
6443,50,2025-04-22,201498.6,285714.38,Referral,Desktop,55+,Female
6444,355,2025-08-04,337047.58,623037.49,Email,mobile,45-54,M
6445,421,2024-10-23,670950.48,1555218.77,Referral,desktop,55+,m
6446,226,2024-11-22,92556.5,258481.27,Google,Tablet,55+,Male
6447,4,2023-12-30,1647684.43,4985513.71,Google,mobile,25-34,M
6448,67,2024-02-10,405032.84,935614.79,Google,mobile,25-34,F
6449,473,2025-11-02,1316224.42,1860324.91,Facebook,Mobile,55+,Male
6450,82,2025-01-31,242542.62,985873.85,Google,Tablet,35-44,f
6451,167,2023-12-21,735499.45,2137812.55,Direct,Mobile,45-54,F
6452,290,2024-05-30,1387048.88,2555406.4,Email,Mobile,18-24,
6453,61,2024-10-02,366658.47,380679.87,Google,Mobile,18-24,Male
6454,121,2025-04-01,1777611.56,5549319.88,Email,Tablet,45-54,m
6455,437,2025-03-06,1538587.16,5987009.07,Email,mobile,35-44,Female
6456,460,2024-10-30,1437098.85,1522204.3,Facebook,Desktop,18-24,Male
6457,258,2025-04-18,315180.03,654058.38,Email,Desktop,18-24,Male
6458,381,2024-08-15,511008.45,1980218.28,Instagram,Desktop,55+,F
6459,47,2024-07-15,1507842.28,3466987.43,Referral,desktop,18-24,F
6460,15,2025-09-25,1079620.08,2315145.08,Referral,mobile,55+,f
6461,455,2024-01-12,528342.37,1914124.6,Google,Desktop,45-54,m
6462,393,2023-12-31,1005254.89,2177621.65,Referral,mobile,35-44,Male
6463,108,2025-04-18,376946.82,1420619.08,Facebook,Tablet,45-54,f
6464,310,2024-08-20,275957.11,1203940.4,Instagram,Mobile,55+,M
6465,122,2025-10-19,1281923.48,6194585.67,Google,mobile,18-24,M
6466,326,2024-04-22,232093.87,959667.54,Direct,Mobile,18-24,M
6467,265,2024-11-29,1496379.94,6118251.09,Facebook,Mobile,18-24,M
6468,399,2023-12-08,1716929.76,4272423.45,Instagram,desktop,45-54,
6469,249,2023-11-29,1056291.9,1288355.63,Direct,mobile,35-44,Female
6470,431,2024-05-02,724547.9,2923642.0,Organic,desktop,35-44,Male
6471,294,2024-03-09,819705.6,2760451.6,Google,desktop,35-44,Female
6472,280,2025-07-30,94975.88,364007.21,Instagram,mobile,18-24,m
6473,452,2025-09-02,1855766.41,6798715.29,Facebook,Desktop,55+,Female
6474,253,2025-10-27,1812540.91,3074186.42,Facebook,Mobile,55+,m
6475,72,2024-08-19,1204370.33,5278267.57,Referral,desktop,25-34,m
6476,22,2024-06-12,389683.02,1570553.02,Referral,Desktop,35-44,f
6477,263,2025-06-11,1825440.7,4670368.92,Organic,desktop,25-34,M
6478,301,2025-01-03,895501.84,3155021.56,Email,Tablet,45-54,F
6479,87,2024-08-17,1455596.43,4470475.81,Referral,Tablet,45-54,M
6480,261,2024-10-05,760000.61,2761705.1,Google,Desktop,55+,M
6481,87,2025-07-04,1380097.33,2566615.19,Referral,desktop,35-44,Male
6482,263,2025-01-08,160684.87,399743.74,Referral,Mobile,18-24,M
6483,444,2024-11-29,1577681.44,7803704.82,Direct,Desktop,25-34,F
6484,277,2024-08-09,1024908.74,1883483.99,Google,Desktop,35-44,M
6485,41,2023-11-30,1546813.38,6682587.43,Facebook,Mobile,25-34,Female
6486,41,2025-06-26,1484152.59,4315059.06,Google,mobile,25-34,f
6487,364,2025-08-12,598154.61,2597002.51,Email,desktop,55+,
6488,78,2024-12-01,1660056.58,3708845.88,Email,mobile,45-54,M
6489,155,2024-04-28,1470888.49,3616850.34,Organic,Tablet,25-34,f
6490,10,2024-11-19,916988.79,,Direct,Desktop,45-54,m
6491,293,2024-11-22,1696397.34,7637176.17,Google,mobile,55+,M
6492,340,2023-11-25,934571.71,3399108.67,Google,desktop,35-44,m
6493,172,2024-01-03,1902139.54,3894887.83,Instagram,Desktop,45-54,Female
6494,427,2024-02-03,1283198.46,3391603.09,Email,mobile,18-24,F
6495,500,2025-03-17,205575.36,252915.31,Instagram,mobile,45-54,Female
6496,127,2025-04-08,1955979.52,7866853.93,Direct,Tablet,55+,F
6497,147,2024-01-24,1025694.13,5005752.16,Organic,Desktop,25-34,M
6498,393,2025-01-10,1366682.1,4782995.82,Organic,Mobile,18-24,f
6499,468,2024-03-05,888090.71,2231792.24,Google,desktop,25-34,f
6500,200,2025-09-02,716670.0,1723581.03,Facebook,Tablet,35-44,m
6501,206,2025-04-30,751181.8,838674.27,Direct,Desktop,25-34,m
6502,152,2024-04-06,1982724.71,2726483.88,Facebook,Desktop,55+,Male
6503,29,2024-11-13,1176668.96,2361136.08,Direct,Desktop,25-34,
6504,490,2025-06-02,591409.99,1424003.21,Referral,desktop,35-44,Male
6505,422,2024-08-24,636779.98,2909635.97,Referral,desktop,18-24,M
6506,184,2024-11-30,341269.61,848417.28,Facebook,mobile,18-24,Male
6507,214,2024-11-24,1267575.48,1722375.34,Google,desktop,18-24,m
6508,12,2024-11-01,203520.78,815325.07,Instagram,Desktop,35-44,f
6509,128,2024-11-06,1394372.85,2847818.46,Facebook,desktop,45-54,Male
6510,272,2025-04-09,1218710.06,4092448.03,Instagram,Mobile,25-34,Male
6511,218,2024-08-14,1822690.28,8869732.55,Referral,Tablet,45-54,m
6512,194,2024-02-09,1669961.05,4822798.2,Instagram,Desktop,18-24,f
6513,349,2024-11-21,127746.84,413799.31,Email,Tablet,55+,Male
6514,493,2025-09-06,249125.87,255011.05,Direct,mobile,18-24,f
6515,217,2024-09-19,1145570.67,2679771.31,Referral,Mobile,45-54,M
6516,304,2024-04-27,964982.42,3183140.96,Organic,Desktop,18-24,f
6517,344,2024-09-12,876777.02,4349813.18,Facebook,desktop,25-34,M
6518,190,2024-04-03,343601.56,1287844.09,Facebook,desktop,35-44,F
6519,456,2024-03-10,639822.19,3166776.33,Google,Desktop,25-34,Female
6520,259,2024-01-06,1662042.81,5276376.88,Direct,Tablet,18-24,
6521,441,2025-05-08,1868020.43,5625427.75,Google,desktop,18-24,M
6522,8,2023-12-15,750385.88,3306153.57,Instagram,Tablet,35-44,F
6523,250,2025-01-04,1381131.67,5987749.19,Direct,Tablet,45-54,M
6524,225,2025-05-28,1706275.75,4281235.0,Email,Mobile,25-34,M
6525,324,2024-11-01,828087.11,3134108.31,Referral,Mobile,25-34,
6526,246,2025-07-01,1509513.91,4334076.19,Organic,Mobile,55+,M
6527,318,2023-12-10,601077.86,1536544.8,Instagram,Mobile,55+,Male
6528,60,2025-02-05,947631.61,2925272.74,Instagram,Mobile,35-44,F
6529,133,2024-09-21,1010224.25,3823747.03,Google,desktop,55+,Male
6530,483,2024-02-01,1990500.22,5755834.68,Email,Desktop,25-34,m
6531,387,2024-10-18,187634.91,452057.6,Instagram,mobile,35-44,Female
6532,240,2023-11-20,617646.41,2858959.3,Referral,Tablet,25-34,m
6533,315,2024-10-23,1486744.47,2161312.67,Instagram,Mobile,25-34,
6534,206,2024-05-03,1663737.49,4774005.4,Facebook,Tablet,35-44,Female
6535,317,2024-06-17,893776.02,2025812.89,Facebook,Desktop,35-44,F
6536,285,2024-04-02,149330.51,247375.99,Facebook,mobile,35-44,M
6537,164,2025-09-01,570415.04,1187331.72,Organic,Desktop,55+,m
6538,2,2024-04-29,1569734.82,4984210.39,Instagram,Tablet,35-44,m
6539,411,2024-09-14,1467754.89,851703.86,Google,Tablet,18-24,Male
6540,54,2025-04-15,1700438.15,5669528.48,Instagram,Desktop,25-34,f
6541,319,2024-02-16,1308335.36,5779117.43,Email,mobile,35-44,f
6542,301,2025-03-25,178087.62,673466.03,Direct,Tablet,35-44,
6543,259,2023-12-08,484131.3,708760.48,Instagram,mobile,25-34,Female
6544,34,2023-12-16,197916.09,350007.27,Referral,Desktop,55+,m
6545,147,2024-08-26,398281.03,437260.89,Facebook,desktop,55+,
6546,458,2025-01-25,389089.48,1883646.62,Email,desktop,25-34,M
6547,163,2023-12-16,697317.94,2081697.45,Email,mobile,55+,M
6548,27,2024-11-10,1828686.61,5176029.41,Direct,desktop,18-24,m
6549,357,2024-03-19,1982369.17,5096891.06,Instagram,Desktop,55+,F
6550,325,2025-03-17,1647871.32,6486545.1,Instagram,mobile,45-54,f
6551,206,2025-08-29,1429953.23,4084286.7,Direct,Mobile,45-54,Female
6552,409,2024-06-30,956740.81,1179803.96,Email,mobile,18-24,Male
6553,285,2024-03-17,1225047.18,1553356.42,Instagram,Mobile,25-34,Female
6554,306,2025-09-04,1187440.38,1559584.58,Google,mobile,25-34,M
6555,185,2024-01-05,959475.23,500748.36,Google,desktop,25-34,M
6556,398,2025-09-13,1138118.94,1254545.85,Referral,Desktop,55+,m
6557,264,2024-03-25,128930.02,569723.34,Direct,desktop,18-24,f
6558,364,2025-03-08,788339.53,1967661.78,Facebook,mobile,25-34,f
6559,462,2023-11-23,1554860.17,3564426.59,Facebook,Tablet,45-54,Female
6560,188,2024-10-09,1764626.03,8732897.77,Direct,Mobile,25-34,Male
6561,454,2025-04-11,993032.5,4901513.83,Referral,Desktop,35-44,f
6562,477,2024-06-11,1844326.93,2967817.68,Google,Desktop,45-54,f
6563,475,2024-01-25,64043.47,179265.11,Facebook,Mobile,45-54,
6564,280,2024-10-25,572669.65,811490.33,Facebook,Desktop,18-24,f
6565,261,2025-05-10,743690.9,1864509.87,Referral,Desktop,18-24,F
6566,394,2024-08-04,1778722.54,2235766.79,Direct,Desktop,35-44,
6567,425,2024-07-06,1580404.66,7283754.29,Google,Desktop,35-44,Male
6568,427,2024-08-22,1585617.57,3264698.46,Facebook,desktop,55+,F
6569,484,2024-04-09,536079.35,2327808.69,Facebook,mobile,18-24,
6570,185,2025-06-09,1044215.78,2917017.36,Facebook,Tablet,55+,
6571,206,2024-11-15,1965529.59,6324383.77,Instagram,desktop,18-24,Female
6572,351,2025-11-10,1872887.84,,Referral,Tablet,45-54,Female
6573,186,2025-07-28,1744738.63,6764177.42,Email,mobile,18-24,m
6574,338,2025-08-26,383398.47,1223877.75,Instagram,Mobile,35-44,F
6575,236,2025-10-08,147672.06,657583.13,Organic,Desktop,45-54,m
6576,240,2024-01-14,1578801.49,5022883.45,Email,Tablet,35-44,F
6577,346,2024-01-19,204169.26,370884.42,Instagram,Tablet,55+,M
6578,252,2025-07-21,1218006.33,2509888.56,Organic,Tablet,35-44,Male
6579,284,2024-02-10,1797009.64,6571587.39,Email,desktop,55+,Male
6580,354,2025-10-10,1751973.19,7325739.69,Email,Desktop,18-24,Male
6581,334,2025-08-03,965413.78,1306924.82,Direct,mobile,45-54,
6582,353,2025-02-26,1711655.44,6686046.63,Referral,Tablet,25-34,
6583,404,2025-02-22,1687905.25,2986609.96,Facebook,Tablet,35-44,m
6584,102,2025-02-04,379795.89,831941.48,Referral,Desktop,25-34,Male
6585,164,2023-11-19,1887247.18,4554463.63,Referral,Tablet,45-54,M
6586,254,2024-02-23,1931174.34,7054237.04,Instagram,mobile,55+,Male
6587,365,2024-02-05,1334391.63,3122768.6,Direct,Mobile,35-44,M
6588,172,2025-07-29,839397.59,1207158.07,Google,desktop,55+,f
6589,477,2025-05-09,1821482.4,8413767.07,Direct,Mobile,18-24,Male
6590,496,2025-06-30,1405041.66,4503508.18,Email,Desktop,35-44,Female
6591,486,2025-06-19,1229090.89,3568935.9,Direct,desktop,18-24,M
6592,291,2024-08-14,730657.25,1396278.33,Organic,desktop,55+,M
6593,199,2023-11-27,1866829.43,5634485.75,Google,mobile,35-44,Male
6594,197,2024-08-24,672018.53,2244701.63,Facebook,Mobile,25-34,F
6595,478,2024-05-27,1386513.99,6550319.32,Referral,mobile,45-54,Male
6596,165,2025-02-07,729937.72,3211299.24,Instagram,desktop,55+,f
6597,489,2025-02-15,275787.28,1377209.5,Organic,desktop,25-34,M
6598,54,2025-07-21,1099006.1,5482476.38,Instagram,Desktop,35-44,m
6599,304,2025-07-02,725589.73,1343377.24,Referral,desktop,25-34,Male
6600,270,2024-07-10,583534.73,764494.89,Direct,Tablet,55+,Male
6601,242,2024-06-30,133051.73,638119.35,Google,Mobile,55+,
6602,180,2024-10-26,1375160.23,5228585.53,Referral,Mobile,25-34,Male
6603,124,2024-05-25,1156211.64,3201923.13,Google,Desktop,45-54,Male
6604,155,2025-09-06,1779084.07,5013624.1,Facebook,Desktop,25-34,M
6605,378,2025-09-21,886762.99,3953993.19,Facebook,Tablet,55+,F
6606,59,2025-05-30,1319815.91,5804313.17,Referral,mobile,35-44,m
6607,366,2024-11-13,1187091.19,2675246.27,Google,Tablet,18-24,F
6608,421,2024-03-31,1107043.44,5230547.79,Email,mobile,35-44,f
6609,91,2025-08-18,1726501.45,5211593.51,Direct,desktop,45-54,F
6610,8,2024-10-05,1057362.48,1671931.1,Direct,mobile,25-34,Female
6611,360,2024-03-02,1276555.62,2158964.08,Direct,mobile,18-24,
6612,155,2025-02-09,840085.0,2923888.99,Instagram,mobile,18-24,M
6613,401,2024-06-20,1810188.05,7179350.15,Instagram,Mobile,45-54,m
6614,73,2024-04-02,846507.78,2225257.74,Organic,mobile,18-24,Female
