campaign_id,campaign_name,channel,campaign_type,start_date,end_date,budget_uzs,target_audience,objective,status,impressions,clicks,conversions,cost_uzs,revenue_uzs,amount_spent,total_cost,CTR,CPC,Conversion_Rate,ROAS,Profit
100,Decentralized disintermediate service-desk 2021,Twitter,Conversion,2025-10-04,2026-01-15,84292545.09,55+,Brand Awareness,Active,7657800.0,216538,23290,146516367.26,7370562566.54,39972568.98,186488936.23999998,2.8276789678497742,861.2296051501352,10.755617951583556,39.52278733068932,7184073630.3
101,Monitored attitude-oriented moderator 2023,Instagram,Traffic,2024-02-06,2024-06-17,80353085.85,35-44,Sales,Paused,1293221.0,32376,3189,27864870.15,936311143.95,33624608.28,61489478.43,2.5035164136678882,1899.2302455522608,9.849888806523351,15.227176548844895,874821665.5200001
102,Assimilated local attitude 2023,Email,Traffic,2024-07-06,2024-10-15,44534075.38,25-34,Brand Awareness,Paused,6978235.0,192326,20911,138361193.01,6318228377.4800005,36947038.0,175308231.01,2.7560837375066907,911.516024926427,10.872684920395578,36.040682979224144,6142920146.47
103,Secured intangible neural-net 2021,LinkedIn,Engagement,2025-03-05,2025-07-24,52640799.88,45-54,App Downloads,Completed,2658376.0,73737,7070,59983398.8,2272750689.97,34798909.58,94782308.38,2.7737611233324406,1285.4104232610493,9.588130789156054,23.97863830091706,2177968381.5899997
104,Optional fault-tolerant encoding 2023,Email,Engagement,2025-01-31,,1259096.45,35-44,Brand Awareness,Cancelled,407035.0,8184,702,9462551.06,182937688.15,38403394.7,47865945.760000005,2.010637905831194,5848.722600195504,8.577712609970673,3.8218755577765062,135071742.39
105,Re-contextualized background system engine 2021,LinkedIn,Awareness,2024-04-10,2024-08-21,26275382.13,18-24,Leads,Paused,2091602.0,58200,5452,45738923.89,1666835496.51,42640576.3,88379500.19,2.7825561459589347,1518.5481132302405,9.367697594501719,18.85997876121277,1578455996.32
106,Implemented dedicated Internet solution 2023,LinkedIn,Traffic,2025-06-18,2025-10-25,82887368.59,18-24,App Downloads,Completed,4845166.0,130814,13548,112967262.95,4003254013.7999997,43273438.56,156240701.51,2.6998868563017244,1194.3729379882886,10.356689650954792,25.622350483006354,3847013312.29
107,User-centric upward-trending policy 2025,YouTube,Traffic,2025-08-26,2025-10-30,29384681.09,18-24,Sales,Active,2207419.0,57453,5828,34057463.83,1522869423.29,41654588.56,75712052.39,2.6027229085189534,1317.8085111308374,10.143943745322263,20.113963037820643,1447157370.8999999
108,Assimilated logistical encoding 2021,LinkedIn,Engagement,2024-12-20,,60844128.11,18-24,App Downloads,Active,5759464.0,165938,17035,108488006.77,5292781344.31,39652163.96,148140170.73,2.881136161281675,892.7441015921609,10.26588243801902,35.72819795082196,5144641173.580001
109,Inverse composite matrices 2022,Google Ads,Traffic,2024-03-19,,29210168.94,35-44,Leads,Completed,6546219.0,170557,15081,143379837.91,4547619188.89,36721683.11,180101521.01999998,2.605427652206564,1055.9608870934642,8.842205245167305,25.250309731615175,4367517667.870001
110,Decentralized logistical utilization 2025,Twitter,Conversion,2024-09-08,,56612916.97,25-34,Brand Awareness,Paused,402820.0,11371,1216,12631080.38,434920680.74,36559950.44,49191030.82,2.8228489151482052,4326.007459326356,10.693870371998946,8.841463036858556,385729649.92
111,Realigned web-enabled productivity 2022,Facebook Ads,Awareness,2024-05-26,,45947497.69,35-44,Leads,Cancelled,5290210.0,135435,15179,118728967.27,4375650510.13,44585707.37,163314674.64,2.560106309579393,1205.8528049617896,11.207590356997823,26.79275772232589,4212335835.4900002
112,Focused eco-centric info-mediaries 2020,YouTube,Conversion,2025-04-24,2025-07-19,85254462.04,35-44,Leads,Paused,400742.0,13932,1290,7713941.55,495613988.04999995,48348370.61,56062312.16,3.4765509978988973,4023.995991960953,9.25925925925926,8.840412907614905,439551675.89
113,Cross-platform global forecast 2024,Telegram,Conversion,2025-02-20,2025-06-28,58978704.11,55+,Sales,Active,9105402.0,266654,27752,178523317.38,8702589171.72,39544363.98,218067681.35999998,2.928525286417887,817.7926502508868,10.40749435598191,39.90774385936269,8484521490.36
114,Public-key well-modulated Local Area Network 2023,Twitter,Engagement,2024-11-15,2025-03-08,53645796.18,35-44,Brand Awareness,Completed,2969748.0,83221,8156,61165847.12,2300176005.56,33724083.72,94889930.84,2.8022916422538207,1140.2161814926521,9.800410953965946,24.24046455928474,2205286074.72
115,Re-contextualized cohesive software 2020,Instagram,Engagement,2024-12-18,2025-04-21,5242695.87,45-54,Sales,Completed,6730698.0,188413,19353,136367014.22,5788315222.45,31561656.67,167928670.89,2.799308481824619,891.2796404175932,10.271584232510495,34.46889201095136,5620386551.559999
116,Assimilated non-volatile framework 2022,YouTube,Traffic,2025-03-25,2025-09-16,18926132.23,25-34,Brand Awareness,Paused,4705368.0,117956,12571,98361065.13,3801090459.13,40521696.42,138882761.55,2.506838997502427,1177.4115903387706,10.657363762758996,27.369058742121474,3662207697.58
117,Multi-tiered didactic infrastructure 2022,Google Ads,Traffic,2024-11-10,2025-04-17,39530352.3,45-54,Sales,Completed,1492696.0,34980,4569,27179490.88,1500873480.84,33607965.2,60787456.08,2.343410848558581,1737.777475128645,13.061749571183533,24.69051310297899,1440086024.76
118,Distributed regional intranet 2020,Twitter,Engagement,2024-01-16,2024-02-06,21493746.66,18-24,Sales,Paused,1886209.0,47678,3964,46910394.839999996,1275612122.83,43142168.78,90052563.62,2.5277156455090606,1888.7655442761861,8.314107135366417,14.165194987815937,1185559559.21
119,Realigned empowering array 2022,Email,Engagement,2024-03-18,2024-08-18,93689919.79,25-34,App Downloads,Cancelled,4901203.0,143140,14736,105760299.62,4097699280.54,35433252.67,141193552.29000002,2.9205074754096083,986.4017904848401,10.294816263797681,29.021858392822786,3956505728.25
120,Fundamental static matrix 2022,Twitter,Engagement,2024-11-21,2025-05-12,86698732.83,35-44,Brand Awareness,Active,5859595.0,165810,16741,136218260.09,4810285183.57,40367986.39,176586246.48000002,2.8297177535307476,1064.9915353718113,10.096495989385442,27.240429418804187,4633698937.09
121,Multi-layered 5thgeneration hardware 2021,Instagram,Traffic,2025-07-06,2025-09-03,94040295.31,55+,Brand Awareness,Completed,9244242.0,272154,26397,169833833.97,7917243486.68,40497254.07,210331088.04,2.9440380292943438,772.838495998589,9.699287903172468,37.6418130123224,7706912398.64
122,Innovative tangible artificial intelligence 2020,Telegram,Traffic,2024-05-22,2024-11-09,44250450.28,25-34,Brand Awareness,Completed,2107519.0,66187,8012,49088040.12,2596319322.29,31664627.78,80752667.9,3.140517357138892,1220.0684107150953,12.105096166920996,32.15149901307471,2515566654.39
123,Switchable even-keeled support 2024,SMS,Conversion,2025-09-26,2026-01-28,68568513.78,35-44,Sales,Paused,6748224.0,199824,20107,146114643.86,6164888568.61,44354746.38,190469390.24,2.961134662986884,953.1857546641045,10.062354872287612,32.36682052082995,5974419178.37
124,Assimilated bottom-line data-warehouse 2023,Email,Awareness,2025-06-28,2025-10-09,85024650.09,25-34,Leads,Paused,927392.0,26403,2562,13905744.16,830698972.02,36133267.11,50039011.269999996,2.8470161485110936,1895.2017297276823,9.703442790591978,16.60102689754845,780659960.75
125,Exclusive multi-state firmware 2024,Twitter,Engagement,2023-12-12,2024-01-21,14817347.03,18-24,Leads,Active,4625902.0,129934,13624,101612632.1,4731492415.97,43031572.56,144644204.66,2.8088359848522515,1113.2128977788723,10.485323317992211,32.711247761995196,4586848211.31
126,Proactive tangible adapter 2023,Email,Engagement,2025-06-22,2025-07-03,38750646.67,25-34,Brand Awareness,Completed,2496138.0,69135,6141,47122868.67,1941027086.66,40061698.93,87184567.6,2.769678599500508,1261.0771331452954,8.882620958993275,22.26342505436708,1853842519.0600002
127,Grass-roots hybrid implementation 2022,Google Ads,Conversion,2023-12-05,,62720809.01,45-54,Leads,Completed,4046195.0,113153,12177,84579795.35,3427007581.7,42619598.67,127199394.02,2.7965285904411425,1124.1362935140914,10.761535266409199,26.94201185550585,3299808187.68
128,Organized empowering interface 2023,SMS,Traffic,2025-02-25,2025-08-12,53679520.27,25-34,Sales,Active,8315571.0,216073,19812,184649554.44,5936012413.94,36366835.34,221016389.78,2.5984144684712573,1022.8783317675045,9.169123398110823,26.85779285350156,5714996024.16
129,Centralized maximized instruction set 2020,YouTube,Conversion,2024-04-01,2024-06-06,64817614.72,25-34,Sales,Cancelled,2018578.0,50791,6159,46408678.92,1874745037.04,39524892.42,85933571.34,2.516177229713194,1691.9054820735957,12.126164084188144,21.81621231151313,1788811465.7
130,Open-architected intermediate capability 2021,Google Ads,Awareness,2025-05-09,2025-09-05,39565116.16,45-54,Brand Awareness,Paused,5015686.0,130769,13389,101066601.13,4348957054.29,39414293.32,140480894.45,2.607200689995347,1074.2675592074572,10.238665127056107,30.957640690691093,4208476159.84
131,Networked demand-driven conglomeration 2020,TikTok,Engagement,2024-04-28,2024-06-11,2531111.24,25-34,App Downloads,Completed,5530840.0,156846,16061,106550827.23,4960670451.79,39704543.88,146255371.11,2.835844103246523,932.4775328028768,10.239980617930964,33.9178685482876,4814415080.68
132,Multi-tiered well-modulated support 2025,YouTube,Conversion,2025-01-17,2025-05-10,85437922.47,35-44,App Downloads,Paused,1308418.0,32990,3001,25961639.88,1080562622.43,48388040.11,74349679.99,2.5213654963474976,2253.7035462261288,9.096695968475295,14.533520824505706,1006212942.44
133,Upgradable web-enabled superstructure 2025,Twitter,Awareness,2025-08-24,2025-10-11,63577614.46,45-54,Leads,Completed,6566304.0,195266,19964,127163196.96,5731922324.56,38766307.01,165929503.97,2.9737581446122507,849.76137151373,10.224002130427213,34.544322663655585,5565992820.59
134,User-centric transitional emulation 2023,YouTube,Traffic,2024-02-08,2024-06-23,96895993.36,45-54,Brand Awareness,Active,7214831.0,201894,23296,145709372.87,6891701362.57,51784625.27,197493998.14000002,2.79831918446877,978.2063763162848,11.538728243533736,34.89575089610872,6694207364.429999
135,Balanced fault-tolerant implementation 2023,Twitter,Awareness,2024-04-24,2024-09-27,61590888.39,55+,App Downloads,Completed,2537488.0,67624,6658,56715788.63,2146438544.9,43056391.02,99772179.65,2.6649978246202544,1475.3960080740567,9.845616940731102,21.513397346130844,2046666365.25
136,Self-enabling even-keeled projection 2022,Email,Awareness,2025-06-01,2025-09-17,48606440.15,55+,Leads,Completed,1495425.0,40877,4740,32971947.61,1476384212.08,35383318.84,68355266.45,2.7334704181085643,1672.2182755583826,11.595762898451452,21.598690031585708,1408028945.6299999
137,Advanced encompassing leverage 2020,Instagram,Conversion,2023-11-18,2024-01-16,3894962.92,25-34,App Downloads,Completed,4462967.0,127953,12866,92973635.12,3869248713.55,44296950.68,137270585.8,2.866994087117382,1072.8203777949716,10.055254663821872,28.187019753724982,3731978127.75
138,Reduced static data-warehouse 2022,SMS,Conversion,2024-06-28,2024-10-07,78451151.35,18-24,Brand Awareness,Active,3864462.0,100611,10919,90094955.44,3335797041.84,36065704.87,126160660.31,2.603493060612318,1253.944999155162,10.852690063710728,26.440865430185067,3209636381.53
139,Profit-focused 3rdgeneration middleware 2022,Email,Traffic,2025-04-12,2025-08-04,14244521.94,35-44,App Downloads,Completed,5616323.0,153522,15566,122057828.64,4726354867.26,36853914.56,158911743.2,2.733496631158856,1035.1073018850718,10.139263428042886,29.74201133337011,4567443124.06
140,Profound homogeneous structure 2021,YouTube,Traffic,2024-06-19,2024-09-07,21402416.27,55+,Brand Awareness,Completed,6853364.0,164698,17463,142175318.62,4750203413.82,35833830.49,178009149.11,2.4031701803668972,1080.821558913891,10.603043145636255,26.685164428737487,4572194264.71
141,User-friendly exuding challenge 2025,Google Ads,Engagement,2025-08-21,2026-01-27,93944621.32,35-44,Sales,Completed,2809547.0,71662,7312,47569489.67,2190924368.37,39886948.87,87456438.53999999,2.5506603021768277,1220.4018662610588,10.203455108704752,25.051607462473285,2103467929.83
142,Polarized intermediate budgetary management 2023,Instagram,Conversion,2025-04-20,2025-08-10,84936994.43,45-54,App Downloads,Completed,1086604.0,33592,3862,25165638.87,1092747739.41,34613453.95,59779092.82000001,3.0914666244556432,1779.5633728268638,11.496784948797332,18.27976451065187,1032968646.59
143,Synergistic clear-thinking matrix 2025,YouTube,Conversion,2024-05-18,2024-08-03,66898321.2,45-54,Leads,Completed,8086822.0,215283,20618,167014481.71,6271411365.79,41692206.87,208706688.58,2.6621458961258204,969.4527137767498,9.57716122499222,30.048923723812933,6062704677.21
144,Versatile human-resource Internet solution 2024,LinkedIn,Traffic,2024-06-13,2024-11-11,36061343.01,18-24,Brand Awareness,Completed,8397586.0,223585,24369,158145761.38,7154583407.73,45435769.77,203581531.15,2.6624913397731205,910.5330462687568,10.899210591050384,35.14357794302305,6951001876.58
145,Streamlined upward-trending success 2021,Telegram,Awareness,2025-01-09,2025-03-12,12146445.31,18-24,Sales,Completed,4144770.0,113183,13046,87607619.81,3845332200.18,36081969.0,123689588.81,2.730742598503656,1092.8283294310984,11.526465988708551,31.088568061187654,3721642611.37
146,Re-engineered optimizing approach 2024,YouTube,Engagement,2023-11-11,2023-11-29,12734154.72,45-54,App Downloads,Completed,2990057.0,84792,9088,55228746.32,2648111639.58,43231418.57,98460164.89,2.835798782431238,1161.1963969478252,10.717992263421078,26.89525903738307,2549651474.69
147,Proactive grid-enabled product 2024,Instagram,Awareness,2024-04-16,2024-08-02,20027307.73,35-44,Brand Awareness,Active,4372345.0,128181,13843,98927007.57,3805350978.86,45104379.78,144031387.35,2.931630509486328,1123.6562934444262,10.799572479540648,26.420289694307385,3661319591.51
148,Intuitive attitude-oriented software 2021,Instagram,Awareness,2025-04-13,2025-07-28,25991637.49,45-54,Leads,Cancelled,5079656.0,156392,17716,108376137.41,5251125076.67,28870106.09,137246243.5,3.078791162236183,877.5784151363241,11.32794516343547,38.26061058399751,5113878833.17
149,Pre-emptive grid-enabled infrastructure 2024,Instagram,Awareness,2025-06-04,2025-09-10,91568224.91,55+,Brand Awareness,Active,411321.0,8061,728,10323345.81,188374958.12,39808809.29,50132155.1,1.9597832349916486,6219.098759459124,9.031137575983127,3.7575675281512084,138242803.02
150,Virtual uniform software 2022,SMS,Engagement,2025-07-15,2025-09-02,99897966.98,55+,App Downloads,Cancelled,2656557.0,66391,7152,57807778.05,2169553904.58,37460463.33,95268241.38,2.499137040914236,1434.9571685921285,10.772544471389194,22.77310752411414,2074285663.1999998
151,Advanced bandwidth-monitored circuit 2021,Telegram,Traffic,2024-12-29,2025-04-28,1222762.39,35-44,App Downloads,Completed,3792177.0,107473,11324,90473106.71,3491319709.92,36875154.83,127348261.53999999,2.8340712999419595,1184.9326020488866,10.53659989020498,27.41552705706453,3363971448.38
152,Versatile background focus group 2020,Twitter,Awareness,2025-04-16,2025-07-30,66921074.29,45-54,Leads,Paused,8679435.0,241950,24353,176914127.86,7187477356.2699995,37639106.76,214553234.62,2.7876238487873923,886.7668304195082,10.065302748501756,33.499738976202806,6972924121.65
153,Self-enabling tangible benchmark 2025,Telegram,Traffic,2025-08-05,2025-08-30,95239978.81,35-44,Brand Awareness,Cancelled,9018851.0,237598,24350,182688863.94,7220227729.93,38723200.49,221412064.43,2.6344597554610893,931.8768021195465,10.248402764333033,32.60991106567589,6998815665.5
154,Re-contextualized dedicated frame 2021,LinkedIn,Engagement,2024-07-16,2024-09-20,37391132.7,18-24,Sales,Cancelled,452657.0,9037,1004,10484658.88,304195760.83,40898222.97,51382881.85,1.9964343863013274,5685.83399911475,11.1098815978754,5.92017710719353,252812878.98
155,Profound asymmetric policy 2025,Telegram,Engagement,2024-08-14,2024-12-28,5509314.49,55+,Leads,Completed,4058034.0,115072,13026,77507491.16,3681258372.61,40067186.52,117574677.68,2.8356588436666623,1021.7487979699667,11.319869299221356,31.309959297776576,3563683694.9300003
156,Ameliorated object-oriented website 2024,Telegram,Engagement,2024-09-27,,81766987.45,25-34,Leads,Paused,6331532.0,174073,18873,131099877.85,5622895763.71,35783056.52,166882934.37,2.7493030122883373,958.6951127975045,10.842003067678503,33.69365348791955,5456012829.34
157,Reverse-engineered attitude-oriented moderator 2023,Email,Traffic,2024-10-11,2024-11-26,67583874.29,25-34,Brand Awareness,Paused,1168532.0,30507,3823,29021171.34,1091263140.59,40742936.1,69764107.44,2.6107115594609303,2286.8229403087817,12.531550136034353,15.642185941080536,1021499033.1499999
158,Secured disintermediate website 2021,YouTube,Conversion,2023-11-30,2024-05-16,3260751.35,18-24,Sales,Completed,2142655.0,51435,5723,38616546.92,1602133349.11,43113560.7,81730107.62,2.400526449661751,1588.997912316516,11.126664722465247,19.60273142620878,1520403241.4899998
159,Diverse actuating forecast 2025,Google Ads,Engagement,2024-06-19,2024-08-20,76726205.75,25-34,Brand Awareness,Active,8411682.0,246617,24092,175747942.37,7134220941.19,40664129.62,216412071.99,2.9318393158467,877.5229282247371,9.768994027175742,32.965910245153324,6917808869.2
160,Extended attitude-oriented instruction set 2025,SMS,Engagement,2025-07-20,2025-09-03,86655941.74,55+,Leads,Completed,8366163.0,228885,22212,162083079.41,6903023714.92,42086353.99,204169433.4,2.7358419863442776,892.0175345697621,9.704436725866701,33.810270224906255,6698854281.52
161,Public-key scalable complexity 2023,Instagram,Conversion,2024-08-16,2024-12-23,46568764.97,25-34,Brand Awareness,Completed,1526805.0,41286,4523,29192783.509999998,1398838811.32,40678699.37,69871482.88,2.704078123925452,1692.3771467325485,10.955287506660854,20.020167794669824,1328967328.44
162,Monitored even-keeled Local Area Network 2024,SMS,Engagement,2024-08-28,2024-12-31,97513078.07,55+,Leads,Active,1328616.0,36101,4747,34432080.9,1341953818.07,36006021.54,70438102.44,2.717188412603792,1951.1399252098279,13.149220243206559,19.05153278671997,1271515715.6299999
163,Total impactful focus group 2024,YouTube,Conversion,2024-01-20,2024-04-17,54744137.66,18-24,Brand Awareness,Completed,850639.0,23265,1622,16920517.9,556190164.15,40101831.76,57022349.66,2.735002744995233,2450.992893187191,6.971846120782291,9.753897681634047,499167814.49
164,Polarized heuristic analyzer 2021,TikTok,Conversion,2024-10-09,2025-03-10,49058493.1,18-24,Leads,Completed,9134974.0,242609,23833,167088803.88,7281047747.66,34554201.98,201643005.85999998,2.6558258403362722,831.143963579257,9.823625669286795,36.10860548624833,7079404741.8
165,Automated logistical parallelism 2023,LinkedIn,Engagement,2024-12-25,2025-04-28,75674468.11,35-44,Sales,Paused,4863842.0,123502,12752,96197309.42999999,4314235045.52,34902593.74,131099903.16999999,2.53918610020638,1061.5204868747064,10.325338860909135,32.90799566743876,4183135142.3500004
166,Multi-layered 5thgeneration groupware 2023,LinkedIn,Conversion,2024-03-27,2024-05-22,27565772.12,35-44,Leads,Active,4787931.0,128351,13725,75621466.22,3756514051.22,41084765.61,116706231.83,2.6807195007613935,909.2740362755256,10.693333125569726,32.18777602803526,3639807819.39
167,Diverse multi-state forecast 2022,YouTube,Conversion,2024-07-07,2024-10-14,95320671.0,25-34,App Downloads,Active,2051682.0,59049,5370,39239474.9,1887926060.3899999,35241519.93,74480994.83,2.87807759682056,1261.3421875052923,9.094142153127063,25.34775568853663,1813445065.56
168,Reduced 4thgeneration customer loyalty 2023,Telegram,Traffic,2023-11-27,,36574452.09,25-34,Leads,Paused,2559064.0,70829,8105,48549196.54,2432699634.84,41031453.27,89580649.81,2.7677697783252,1264.745369975575,11.443052986770956,27.156530344440913,2343118985.03
169,Managed modular protocol 2024,Instagram,Traffic,2024-08-17,2024-11-30,62725390.46,25-34,App Downloads,Completed,8330706.0,244381,24658,165482100.94,7444186827.59,36643034.0,202125134.94,2.9334968728940862,827.0902195342518,10.089982445443795,36.82959484380691,7242061692.650001
170,Adaptive bifurcated portal 2022,Telegram,Awareness,2023-12-25,2024-04-02,52606067.19,35-44,Leads,Cancelled,5500634.0,157317,16611,114104568.41,5086605616.59,41150457.72,155255026.13,2.859979413282178,986.8928731796309,10.558935143690764,32.76290464394256,4931350590.46
171,Organic 24hour matrices 2023,Telegram,Conversion,2025-08-17,,78149642.78,55+,Leads,Paused,2884325.0,74785,8359,62604477.09,2734922520.93,39915435.45,102519912.54,2.5928076759727148,1370.8619715183527,11.177375142073945,26.6769884324952,2632402608.39
172,Ameliorated even-keeled parallelism 2025,Telegram,Traffic,2024-05-14,2024-08-05,62189098.12,55+,Leads,Paused,1283579.0,32460,2449,28851508.44,802059208.8,37064770.37,65916278.81,2.528866552039259,2030.6925080098583,7.544670363524338,12.167847203752064,736142929.99
173,Synergistic demand-driven alliance 2022,TikTok,Traffic,2024-05-30,2024-11-20,58085022.06,55+,Leads,Completed,6143395.0,160663,17139,138464572.92,4923929241.27,46107621.83,184572194.75,2.6152152026688826,1148.8158116679012,10.667670838961055,26.677524466452716,4739357046.52
174,Horizontal static artificial intelligence 2022,Twitter,Traffic,2024-01-12,2024-02-06,49361030.23,18-24,Brand Awareness,Active,433656.0,11007,1502,9087410.82,542436542.75,41445970.87,50533381.69,2.5381869500249046,4591.022230398837,13.645861724357228,10.734222104461738,491903161.06
175,Inverse grid-enabled interface 2025,Twitter,Engagement,2025-03-26,2025-06-27,94628709.34,35-44,Sales,Paused,2394539.0,63169,7234,46241799.89,2072388531.08,36826595.17,83068395.06,2.638044316672228,1315.0183643875953,11.451819721698934,24.947978465012127,1989320136.02
176,Reduced eco-centric Graphical User Interface 2024,Telegram,Awareness,2024-01-15,2024-06-07,61866597.79,18-24,App Downloads,Paused,4330458.0,120672,10782,81420243.77,3211044250.5099998,39161686.58,120581930.35,2.7865874695009163,999.2535994265446,8.934964200477328,26.629564157661537,3090462320.16
177,De-engineered full-range superstructure 2024,Google Ads,Awareness,2025-08-31,2025-12-05,40913134.81,55+,App Downloads,Cancelled,9206994.0,256893,27787,188226671.3,8121584012.47,41489596.339999996,229716267.64000002,2.7901940633392397,894.209914789426,10.816565651847267,35.3548492490647,7891867744.83
178,Automated interactive encoding 2024,Email,Engagement,2025-08-08,,97750337.66,55+,App Downloads,Active,1145779.0,34743,3933,24891086.37,1408624908.59,34711213.65,59602300.019999996,3.0322601478993767,1715.5196736033156,11.320265952853813,23.633734069277953,1349022608.57
179,Virtual cohesive implementation 2021,SMS,Awareness,2025-09-18,2026-01-15,24420325.45,18-24,Leads,Completed,7364059.0,208143,22048,137988028.06,6168383800.59,46209428.87,184197456.93,2.826471107849625,884.9562893299319,10.592717506714134,33.487887962178284,5984186343.66
180,Cross-platform incremental application 2021,Google Ads,Traffic,2024-01-26,2024-06-28,90384865.62,18-24,Leads,Completed,7677522.0,206368,22330,153128768.28,6814441368.22,42063333.089999996,195192101.37,2.6879506173997285,945.8448081582416,10.820476042797333,34.911460660504694,6619249266.85
181,Enterprise-wide empowering capability 2024,Google Ads,Engagement,2024-09-08,2024-12-28,10729570.88,55+,App Downloads,Completed,824991.0,23299,2245,19996299.6,538938861.34,43706729.79,63703029.39,2.8241520210523507,2734.152941757157,9.635606678398215,8.460176329143332,475235831.95000005
182,Upgradable holistic protocol 2024,YouTube,Awareness,2024-08-07,2024-09-04,17073878.43,25-34,App Downloads,Paused,7868991.0,219997,22813,158958755.17,6542329972.73,43961728.19,202920483.35999998,2.795745985730572,922.3784113419728,10.369686859366265,32.240855454317504,6339409489.37
183,Total client-driven hardware 2022,Telegram,Engagement,2025-03-10,2025-04-06,58963998.37,55+,Leads,Paused,8916768.0,262111,25143,186560858.27,7244721947.12,34626471.45,221187329.72000003,2.939529210583925,843.8689323225657,9.592500887028779,32.7537836651451,7023534617.4
184,Right-sized homogeneous open architecture 2025,Google Ads,Traffic,2024-09-04,2024-11-19,30565903.19,18-24,Brand Awareness,Active,4275613.0,121876,11994,80391441.19,3706566737.5,37120095.94,117511537.13,2.850491847601736,964.1893164363779,9.841150021333158,31.542151758252643,3589055200.37
185,Polarized fresh-thinking archive 2022,Telegram,Engagement,2024-11-12,,5762022.37,18-24,Sales,Active,4947148.0,133380,14778,103601894.83,4141002135.75,41060278.88,144662173.71,2.696098843212291,1084.5866974808819,11.07962213225371,28.625327751892797,3996339962.04
186,Ameliorated 24hour algorithm 2024,Telegram,Awareness,2024-07-09,2024-08-05,16334810.63,45-54,Brand Awareness,Active,7520910.0,212410,20723,147136089.86,6132758909.41,39072040.77,186208130.63000003,2.824259298409368,876.6448407796245,9.756132008850807,32.93496846061968,5946550778.78
187,Focused bandwidth-monitored moratorium 2021,Email,Engagement,2024-01-21,2024-04-29,80766147.35,35-44,Brand Awareness,Active,1202738.0,33148,3347,27704057.13,978773569.92,33797596.42,61501653.55,2.7560449574221484,1855.3654383371545,10.097140098950161,15.914589501634627,917271916.37
188,Proactive eco-centric synergy 2023,SMS,Awareness,2025-03-22,2025-05-05,85602668.51,25-34,Brand Awareness,Completed,6538071.0,172912,19288,127162004.4,5532906055.55,42863544.92,170025549.32,2.644694436631233,983.306822661238,11.154807069491996,32.541615525891835,5362880506.2300005
189,Persevering high-level methodology 2022,TikTok,Engagement,2025-05-01,2025-06-29,55798224.82,25-34,Sales,Cancelled,5911555.0,172362,18084,143821689.44,5409530535.03,40990378.94,184812068.38,2.9156795462446006,1072.2320951253757,10.491871758276186,29.270439871422425,5224718466.65
190,Business-focused attitude-oriented matrix 2020,TikTok,Engagement,2024-06-22,2024-10-17,12964969.93,45-54,App Downloads,Paused,4618599.0,130556,14000,85885262.43,4273475407.98,44746411.7,130631674.13000001,2.8267446470239133,1000.5796296608353,10.723367750237447,32.71392972983864,4142843733.85
191,Focused executive ability 2025,Twitter,Engagement,2025-09-23,2025-12-17,34561003.43,55+,App Downloads,Completed,7652411.0,216202,22854,159035432.64,7440664347.37,37667096.97,196702529.60999998,2.8252795099479107,909.8090193892748,10.570670021553918,37.82698861129303,7243961817.76
192,Digitized national ability 2021,LinkedIn,Awareness,2025-08-25,2025-12-28,80345793.38,55+,Sales,Completed,8589446.0,232248,26572,167409537.13,7769626965.38,38093589.32,205503126.45,2.703876361758372,884.8434709879094,11.441218008335916,37.80782852114122,7564123838.93
193,Business-focused real-time protocol 2023,Telegram,Conversion,2024-11-06,2024-12-14,99033643.69,45-54,Brand Awareness,Completed,3030832.0,82729,8337,75726016.28,2529084459.87,42986677.64,118712693.92,2.7295805244236564,1434.9586471491255,10.077481898729587,21.304246212914176,2410371765.95
194,Digitized well-modulated flexibility 2023,SMS,Conversion,2024-06-20,2024-10-20,95126895.36,35-44,Brand Awareness,Completed,4110547.0,126605,13731,87135866.29,4029013416.3,37969124.55,125104990.84,3.080003707535761,988.1520543422456,10.845543224991113,32.205057442135214,3903908425.46
195,Virtual directional flexibility 2024,LinkedIn,Traffic,2025-03-21,2025-07-07,8789577.38,25-34,Sales,Paused,1493809.0,40425,3552,38242217.21,950875525.23,40667276.98,78909494.19,2.706169262603184,1951.9973825602967,8.786641929499073,12.050204287718044,871966031.04
196,Digitized systemic open architecture 2022,SMS,Engagement,2025-09-24,,45682654.42,35-44,Sales,Active,975755.0,22597,2854,14684303.75,946710529.71,38383527.39,53067831.14,2.315847728169469,2348.445861840067,12.62999513209718,17.839631079183388,893642698.57
197,Synchronized foreground synergy 2022,Twitter,Traffic,2024-07-08,2024-09-12,35105409.87,55+,Sales,Completed,6813998.0,197121,21012,140815739.83,5812247889.97,39110538.02,179926277.85000002,2.8928831502445407,912.7707238193801,10.659442677340314,32.303496517698896,5632321612.12
198,Automated solution-oriented adapter 2022,YouTube,Traffic,2025-09-04,2025-09-25,45206516.62,25-34,Sales,Completed,6464039.0,169875,15829,135128628.04,4684406213.54,46591237.72,181719865.76,2.6280008520988196,1069.7269507579101,9.31802796173657,25.778173420658156,4502686347.78
199,Exclusive background artificial intelligence 2022,Email,Awareness,2025-09-03,2025-10-14,91651067.51,55+,Leads,Active,1196632.0,27781,2953,19409584.580000002,775741938.4,41788374.01,61197958.59,2.321599288670201,2202.87097620676,10.629566970231453,12.675944692814628,714543979.81
