performance_id,campaign_id,date,impressions,clicks,conversions,cost_uzs,revenue_uzs,ctr,cpc,roas
15564,164,2025-01-18,89220.0,3637,374,1198710.37,92322260.15,4.08,329.59,77.02
15565,164,2025-01-19,90176.0,3705,99,1049541.04,25998450.02,4.11,283.28,24.77
15566,164,2025-01-20,97271.0,600,21,470786.85,7689546.69,0.62,784.64,16.33
15567,164,2025-01-21,10428.0,341,8,1398633.65,2471387.18,3.27,4101.56,1.77
15568,164,2025-01-22,41913.0,397,56,1290528.8,5722383.22,0.95,3250.7,4.43
15569,164,2025-01-23,98117.0,4367,502,1367617.44,151258591.75,4.45,313.17,110.6
15570,164,2025-01-24,13612.0,672,78,1661614.65,17423131.02,4.94,2472.64,10.49
15571,164,2025-01-25,66125.0,2154,28,1166326.69,3269792.21,3.26,541.47,2.8
15572,164,2025-01-26,82226.0,2940,167,869062.67,70324172.17,3.58,295.6,80.92
15573,164,2025-01-27,26018.0,1047,138,1322793.6,27313008.55,4.02,1263.41,20.65
15574,164,2025-01-28,44687.0,974,170,964612.54,50884839.02,2.18,990.36,52.75
15575,164,2025-01-29,92737.0,2406,30,1288160.71,12308142.67,2.59,535.4,9.55
15576,164,2025-01-30,38543.0,494,48,1911102.05,15075593.57,1.28,3868.63,7.89
15577,164,2025-01-31,93730.0,2803,93,742353.44,15588002.06,2.99,264.84,21.0
15578,164,2025-02-01,99746.0,4162,98,323627.99,29834526.93,4.17,77.76,92.19
15579,164,2025-02-02,48111.0,571,99,1582466.75,12923527.4,1.19,2771.4,8.17
15580,164,2025-02-03,33062.0,1177,171,696648.12,78727335.63,3.56,591.88,113.01
15581,164,2025-02-04,95459.0,1733,257,1077979.71,54384009.77,1.82,622.03,50.45
15582,164,2025-02-05,16386.0,331,31,1028691.11,14888835.67,2.02,3107.83,14.47
15583,164,2025-02-06,77409.0,2715,455,442656.49,214754228.01,3.51,163.04,485.15
15584,164,2025-02-07,77281.0,949,74,714508.18,25841189.04,1.23,752.91,36.17
15585,164,2025-02-08,57903.0,2669,224,362064.94,56819552.25,4.61,135.66,156.93
15586,164,2025-02-09,15408.0,735,65,1361455.31,11186728.41,4.77,1852.32,8.22
15587,164,2025-02-10,47988.0,1999,267,1212193.39,120146113.57,4.17,606.4,99.11
15588,164,2025-02-11,37303.0,338,41,725857.84,11890880.2,0.91,2147.51,16.38
15589,164,2025-02-12,83273.0,2005,113,679672.93,17668499.3,2.41,338.99,26.0
15590,164,2025-02-13,77352.0,460,85,1047796.42,32499073.12,0.59,2277.82,31.02
15591,164,2025-02-14,90310.0,1004,62,1907600.98,30287383.14,1.11,1900.0,15.88
15592,164,2025-02-15,22850.0,592,32,101533.61,7397003.23,2.59,171.51,72.85
15593,164,2025-02-16,8704.0,386,12,814939.56,1527162.49,4.43,2111.24,1.87
15594,164,2025-02-17,93528.0,4615,368,517476.82,139607400.65,4.93,112.13,269.78
15595,164,2025-02-18,68745.0,1940,109,915682.93,49891748.94,2.82,472.0,54.49
15596,164,2025-02-19,14432.0,249,43,845432.19,20627365.63,1.73,3395.31,24.4
15597,164,2025-02-20,36023.0,459,5,1272841.41,1355916.96,1.27,2773.07,1.07
15598,164,2025-02-21,62305.0,1824,209,264351.57,41664353.74,2.93,144.93,157.61
15599,164,2025-02-22,50051.0,787,48,949535.82,5100754.83,1.57,1206.53,5.37
15600,164,2025-02-23,19873.0,815,115,1237861.0,42964588.3,4.1,1518.85,34.71
15601,164,2025-02-24,50151.0,1584,30,871276.2,3347275.28,3.16,550.05,3.84
15602,164,2025-02-25,11752.0,478,34,1695229.09,11372399.84,4.07,3546.5,6.71
15603,164,2025-02-26,2301.0,53,2,1874009.43,576850.45,2.3,35358.67,0.31
15604,164,2025-02-27,94250.0,4297,461,477517.62,155386392.99,4.56,111.13,325.4
15605,164,2025-02-28,61966.0,584,73,1688144.94,18546776.33,0.94,2890.66,10.99
15606,164,2025-03-01,29891.0,966,42,1303058.27,6743800.11,3.23,1348.92,5.18
15607,164,2025-03-02,23639.0,1168,31,1580768.0,7770485.77,4.94,1353.4,4.92
15608,164,2025-03-03,74370.0,1816,194,1250296.28,72069959.56,2.44,688.49,57.64
15609,164,2025-03-04,43162.0,373,28,1716029.43,10475310.24,0.86,4600.62,6.1
15610,164,2025-03-05,61830.0,909,160,615716.99,55202242.84,1.47,677.36,89.66
15611,164,2025-03-06,42114.0,864,149,1701392.58,16667802.54,2.05,1969.2,9.8
15612,164,2025-03-07,99914.0,1092,103,339752.02,19238076.87,1.09,311.13,56.62
15613,164,2025-03-08,70459.0,1231,58,1256556.25,11365334.06,1.75,1020.76,9.04
15614,164,2025-03-09,64563.0,911,59,776810.16,6138395.1,1.41,852.7,7.9
15615,164,2025-03-10,84177.0,4144,553,622476.37,270185783.0,4.92,150.21,434.05
15616,164,2025-03-11,34522.0,188,2,292422.73,442935.59,0.54,1555.44,1.51
15617,164,2025-03-12,37116.0,274,16,988666.07,5655560.89,0.74,3608.27,5.72
15618,164,2025-03-13,83235.0,2923,221,1602795.86,28708954.33,3.51,548.34,17.91
15619,164,2025-03-14,22897.0,660,109,80489.41,46990260.5,2.88,121.95,583.81
15620,164,2025-03-15,49886.0,1980,280,1541024.71,80940625.87,3.97,778.3,52.52
15621,164,2025-03-16,98044.0,4168,284,67490.54,62048385.65,4.25,16.19,919.36
15622,164,2025-03-17,24021.0,1015,156,91080.9,49497294.86,4.23,89.73,543.44
15623,164,2025-03-18,59325.0,1041,106,704348.95,23900084.59,1.75,676.61,33.93
15624,164,2025-03-19,79572.0,1422,194,1203723.41,54072799.67,1.79,846.5,44.92
15625,164,2025-03-20,34756.0,1224,194,282098.35,49169010.42,3.52,230.47,174.3
15626,164,2025-03-21,88571.0,2770,55,980986.49,19900251.48,3.13,354.15,20.29
15627,164,2025-03-22,68387.0,2734,378,1779920.6,160662411.61,4.0,651.03,90.26
15628,164,2025-03-23,5940.0,30,4,1087372.77,1645177.76,0.51,36245.76,1.51
15629,164,2025-03-24,53607.0,701,14,235630.05,3972550.94,1.31,336.13,16.86
15630,164,2025-03-25,65935.0,1363,72,1517765.63,12067762.55,2.07,1113.55,7.95
15631,164,2025-03-26,99680.0,3868,334,143561.54,154832682.71,3.88,37.12,1078.51
15632,164,2025-03-27,36920.0,1252,246,1424259.29,49167920.77,3.39,1137.59,34.52
15633,164,2025-03-28,62857.0,1653,19,1955107.8,9128215.22,2.63,1182.76,4.67
15634,164,2025-03-29,57363.0,620,108,1561793.66,41854526.91,1.08,2519.02,26.8
15635,164,2025-03-30,44399.0,990,114,153885.77,31481417.7,2.23,155.44,204.58
15636,164,2025-03-31,60601.0,1838,235,561526.92,102619866.65,3.03,305.51,182.75
15637,164,2025-04-01,72969.0,3011,422,65013.61,158129161.44,4.13,21.59,2432.25
15638,164,2025-04-02,86373.0,1574,81,902424.21,31481388.97,1.82,573.33,34.89
15639,164,2025-04-03,50907.0,1969,72,87109.56,24519138.92,3.87,44.24,281.47
15640,164,2025-04-04,19891.0,212,3,762172.31,816831.8,1.07,3595.15,1.07
15641,164,2025-04-05,77111.0,2784,413,275266.3,128719772.46,3.61,98.87,467.62
15642,164,2025-04-06,74258.0,1734,185,68268.37,75054866.37,2.34,39.37,1099.41
15643,164,2025-04-07,89947.0,4061,474,1844874.36,60194831.66,4.51,454.29,32.63
15644,164,2025-04-08,77549.0,3820,442,1946179.93,136738275.54,4.93,509.47,70.26
15645,164,2025-04-09,68412.0,572,69,776207.12,7378629.83,0.84,1357.01,9.51
15646,164,2025-04-10,48160.0,1860,227,759104.02,43329930.13,3.86,408.12,57.08
15647,164,2025-04-11,73479.0,2413,45,1068185.69,22405745.8,3.28,442.68,20.98
15648,164,2025-04-12,43929.0,2121,100,589728.39,36054611.63,4.83,278.04,61.14
15649,164,2025-04-13,86583.0,789,54,1388991.83,8297093.49,0.91,1760.45,5.97
15650,164,2025-04-14,79673.0,2422,450,196126.02,131580267.1,3.04,80.98,670.9
15651,164,2025-04-15,96310.0,567,23,1247932.27,9485917.03,0.59,2200.94,7.6
15652,164,2025-04-16,15370.0,761,41,1912566.15,5912914.13,4.95,2513.23,3.09
15653,164,2025-04-17,4044.0,67,5,362222.67,2061150.69,1.66,5406.31,5.69
15654,164,2025-04-18,69419.0,972,75,200018.13,25008506.46,1.4,205.78,125.03
15655,164,2025-04-19,32373.0,609,111,488276.16,22116135.71,1.88,801.77,45.29
15656,164,2025-04-20,84396.0,3456,404,1343092.04,120689168.18,4.09,388.63,89.86
15657,164,2025-04-21,43045.0,747,41,1802572.5,18937940.69,1.74,2413.08,10.51
15658,164,2025-04-22,76985.0,2594,290,1400564.82,90978926.04,3.37,539.92,64.96
15659,164,2025-04-23,45246.0,894,29,1545872.99,7701013.42,1.98,1729.16,4.98
15660,164,2025-04-24,69669.0,1463,97,1003662.84,10305260.53,2.1,686.03,10.27
15661,164,2025-04-25,93928.0,1625,189,1572364.89,79275188.46,1.73,967.61,50.42
15662,164,2025-04-26,19443.0,436,27,434198.44,4377308.1,2.24,995.87,10.08
15663,164,2025-04-27,22727.0,685,65,1917646.33,22780175.31,3.01,2799.48,11.88
15664,164,2025-04-28,93831.0,1982,36,1212484.94,9607328.0,2.11,611.75,7.92
15665,164,2025-04-29,58595.0,1057,81,206515.09,34550756.48,1.8,195.38,167.3
15666,164,2025-04-30,77150.0,3387,152,987203.42,41610665.03,4.39,291.47,42.15
15667,164,2025-05-01,18005.0,811,17,541366.51,4231518.15,4.5,667.53,7.82
15668,164,2025-05-02,74865.0,571,104,731466.09,12517360.75,0.76,1281.03,17.11
15669,164,2025-05-03,57766.0,1980,385,681196.67,68310049.33,3.43,344.04,100.28
15670,164,2025-05-04,1710.0,8,1,93435.68,343368.4,0.47,11679.46,3.67
15671,164,2025-05-05,89482.0,3263,76,81777.26,24887378.01,3.65,25.06,304.33
15672,164,2025-05-06,93318.0,1842,314,1931695.52,107912612.76,1.97,1048.69,55.86
15673,164,2025-05-07,72442.0,1776,140,77523.95,36614951.68,2.45,43.65,472.31
15674,164,2025-05-08,1598.0,35,5,837882.73,1059630.0,2.19,23939.51,1.26
15675,164,2025-05-09,20254.0,651,69,1687040.03,24449891.12,3.21,2591.46,14.49
15676,164,2025-05-10,74573.0,2627,105,451362.22,52138203.18,3.52,171.82,115.51
15677,164,2025-05-11,4915.0,30,4,1164297.73,1524098.21,0.61,38809.92,1.31
15678,164,2025-05-12,96681.0,928,66,208336.85,31410911.72,0.96,224.5,150.77
15679,164,2025-05-13,43927.0,512,23,1432162.27,8356245.11,1.17,2797.19,5.83
15680,164,2025-05-14,96326.0,2892,463,1049073.89,197136027.41,3.0,362.75,187.91
15681,164,2025-05-15,,654,103,1977198.41,16442683.89,0.87,3023.24,8.32
15682,164,2025-05-16,13615.0,94,16,1733557.72,3375217.75,0.69,18442.1,1.95
15683,164,2025-05-17,7969.0,206,36,1207831.83,3602463.17,2.59,5863.26,2.98
15684,164,2025-05-18,21600.0,723,127,1368122.0,43420279.65,3.35,1892.28,31.74
15685,164,2025-05-19,65761.0,1123,20,1648779.54,8230494.82,1.71,1468.19,4.99
15686,164,2025-05-20,54225.0,1475,275,1588591.88,82763909.78,2.72,1077.01,52.1
15687,164,2025-05-21,78912.0,864,124,1271199.68,34432939.84,1.09,1471.3,27.09
15688,164,2025-05-22,9581.0,236,41,1755857.1,9008523.97,2.46,7440.07,5.13
15689,164,2025-05-23,31946.0,1346,168,1407961.78,64626903.58,4.21,1046.03,45.9
15690,164,2025-05-24,45278.0,811,59,1790887.55,17089413.42,1.79,2208.25,9.54
15691,164,2025-05-25,60877.0,784,154,1836802.15,57726919.73,1.29,2342.86,31.43
15692,164,2025-05-26,1613.0,60,0,251246.46,0.0,3.72,4187.44,0.0
15693,164,2025-05-27,61186.0,1545,120,603282.48,33032731.09,2.53,390.47,54.75
15694,164,2025-05-28,66588.0,2332,422,1404551.3,176975353.59,3.5,602.29,126.0
15695,164,2025-05-29,97977.0,1367,59,386458.85,17111740.62,1.4,282.71,44.28
15696,164,2025-05-30,76682.0,2321,269,485181.46,63140916.09,3.03,209.04,130.14
15697,164,2025-05-31,27362.0,497,36,424554.37,5379966.01,1.82,854.23,12.67
15698,164,2025-06-01,99651.0,4700,865,479678.62,330740663.41,4.72,102.06,689.5
15699,164,2025-06-02,20754.0,718,115,1707866.58,37970836.68,3.46,2378.64,22.23
15700,164,2025-06-03,37671.0,1033,181,310662.97,19591056.21,2.74,300.74,63.06
15701,164,2025-06-04,67139.0,1884,57,665131.47,10962987.82,2.81,353.04,16.48
15702,164,2025-06-05,44727.0,272,44,1225813.36,21277214.42,0.61,4506.67,17.36
15703,164,2025-06-06,10821.0,285,22,538959.17,3079051.2,2.63,1891.08,5.71
15704,164,2025-06-07,73225.0,3417,583,291146.69,108283600.74,4.67,85.21,371.92
15705,164,2025-06-08,4759.0,126,22,348468.45,2715458.13,2.65,2765.62,7.79
15706,164,2025-06-09,68846.0,3146,431,96077.83,83721437.84,4.57,30.54,871.39
15707,164,2025-06-10,85313.0,1993,226,142783.85,61560349.5,2.34,71.64,431.14
15708,164,2025-06-11,31257.0,1093,101,1883554.86,13047623.02,3.5,1723.29,6.93
15709,164,2025-06-12,52828.0,693,135,1552077.74,37389641.05,1.31,2239.65,24.09
15710,164,2025-06-13,25186.0,222,19,1690471.87,9148342.17,0.88,7614.74,5.41
15711,164,2025-06-14,53649.0,2676,95,896721.87,27260256.23,4.99,335.1,30.4
15712,164,2025-06-15,70692.0,430,79,1333598.15,19167994.28,0.61,3101.39,14.37
15713,164,2025-06-16,89198.0,1029,25,1304680.3,10227446.66,1.15,1267.91,7.84
15714,164,2025-06-17,81269.0,868,37,1687670.85,8234277.67,1.07,1944.32,4.88
15715,164,2025-06-18,61196.0,1045,190,1201098.95,85061970.24,1.71,1149.38,70.82
15716,164,2025-06-19,43513.0,1484,154,1674280.68,68973403.65,3.41,1128.22,41.2
15717,164,2025-06-20,17599.0,232,28,1412438.42,10742160.76,1.32,6088.1,7.61
15718,164,2025-06-21,89612.0,1566,278,491554.82,89372419.31,1.75,313.89,181.82
15719,164,2025-06-22,41142.0,1980,170,1445933.53,54633128.38,4.81,730.27,37.78
15720,164,2025-06-23,38372.0,1557,87,1865453.25,34031484.52,4.06,1198.11,18.24
15721,164,2025-06-24,19373.0,218,34,895878.69,3880375.51,1.13,4109.54,4.33
15722,164,2025-06-25,20905.0,821,142,170815.41,40204826.94,3.93,208.06,235.37
15723,164,2025-06-26,28680.0,182,26,1984907.83,9253052.21,0.63,10906.09,4.66
15724,164,2025-06-27,45175.0,920,148,971800.61,36757437.55,2.04,1056.31,37.82
15725,164,2025-06-28,91184.0,1623,214,846219.7,53743453.64,1.78,521.39,63.51
15726,165,2024-03-05,70723.0,2443,25,69042.7,4006740.54,3.45,28.26,58.03
15727,165,2024-03-06,81494.0,3673,278,559001.97,59847812.66,4.51,152.19,107.06
15728,165,2024-03-07,32791.0,1468,56,1621323.17,25120161.46,4.48,1104.44,15.49
15729,165,2024-03-08,71253.0,1603,315,295347.96,111786958.61,2.25,184.25,378.49
15730,165,2024-03-09,41738.0,1281,32,1262704.53,4141728.24,3.07,985.72,3.28
15731,165,2024-03-10,37137.0,1050,38,294351.38,4273260.12,2.83,280.33,14.52
15732,165,2024-03-11,76762.0,1453,278,287429.32,73136599.9,1.89,197.82,254.45
15733,165,2024-03-12,68847.0,1885,109,615806.32,18763817.76,2.74,326.69,30.47
15734,165,2024-03-13,33519.0,804,126,406390.94,25773215.56,2.4,505.46,63.42
15735,165,2024-03-14,15891.0,569,112,895560.9,36155193.5,3.58,1573.92,40.37
15736,165,2024-03-15,48625.0,1530,294,901226.53,37968719.67,3.15,589.04,42.13
15737,165,2024-03-16,8723.0,188,30,357225.6,5077369.6,2.16,1900.14,14.21
15738,165,2024-03-17,45708.0,304,57,661613.78,16475281.64,0.67,2176.36,24.9
15739,165,2024-03-18,28863.0,1193,97,321645.69,41242996.87,4.13,269.61,128.22
15740,165,2024-03-19,13083.0,355,11,1280957.76,5068139.72,2.71,3608.33,3.96
15741,165,2024-03-20,33056.0,779,18,1091712.32,8270902.99,2.36,1401.43,7.58
15742,165,2024-03-21,14208.0,474,75,691983.35,26547355.58,3.34,1459.88,38.36
15743,165,2024-03-22,96194.0,742,102,562872.03,36801339.9,0.77,758.59,65.38
15744,165,2024-03-23,76717.0,529,51,1379796.57,16364400.95,0.69,2608.31,11.86
15745,165,2024-03-24,13518.0,425,30,1388058.41,4905119.57,3.14,3266.02,3.53
15746,165,2024-03-25,18127.0,329,4,251186.43,1746186.62,1.81,763.48,6.95
15747,165,2024-03-26,69205.0,2588,421,1728493.22,207341010.94,3.74,667.89,119.95
15748,165,2024-03-27,91112.0,676,68,121333.31,29272501.85,0.74,179.49,241.26
15749,165,2024-03-28,84530.0,1869,84,1876195.72,38965033.57,2.21,1003.85,20.77
15750,165,2024-03-29,12918.0,402,20,1453256.91,3669766.4,3.11,3615.07,2.53
15751,165,2024-03-30,31440.0,1283,149,1062403.17,51969872.92,4.08,828.06,48.92
15752,165,2024-03-31,22808.0,287,30,723163.99,12986085.4,1.26,2519.74,17.96
15753,165,2024-04-01,66519.0,335,19,1940569.22,2724023.06,0.5,5792.74,1.4
15754,165,2024-04-02,55250.0,1081,38,684075.55,16359691.1,1.96,632.82,23.92
15755,165,2024-04-03,83659.0,1168,108,1779440.24,47989843.24,1.4,1523.49,26.97
15756,165,2024-04-04,66741.0,945,177,1387542.63,87384765.52,1.42,1468.3,62.98
15757,165,2024-04-05,79554.0,1755,273,207293.6,84566630.84,2.21,118.12,407.96
15758,165,2024-04-06,31095.0,379,34,1002403.39,6048915.0,1.22,2644.86,6.03
15759,165,2024-04-07,54755.0,1129,221,1434465.28,62839845.63,2.06,1270.56,43.81
15760,165,2024-04-08,11055.0,477,64,1049736.35,6730413.0,4.31,2200.71,6.41
15761,165,2024-04-09,34184.0,1647,62,368500.84,27111346.03,4.82,223.74,73.57
15762,165,2024-04-10,84716.0,2646,389,64454.88,128090435.36,3.12,24.36,1987.29
15763,165,2024-04-11,11208.0,468,92,869342.02,14894861.56,4.18,1857.57,17.13
15764,165,2024-04-12,22834.0,923,68,1658704.18,11492059.46,4.04,1797.08,6.93
15765,165,2024-04-13,36024.0,205,30,1465263.9,6458455.07,0.57,7147.63,4.41
15766,165,2024-04-14,62513.0,645,101,1308390.1,23728910.94,1.03,2028.51,18.14
15767,165,2024-04-15,73727.0,843,28,399706.53,12817178.55,1.14,474.15,32.07
15768,165,2024-04-16,58271.0,2043,109,1032073.87,47707072.6,3.51,505.18,46.22
15769,165,2024-04-17,7218.0,145,28,950705.07,13192585.73,2.01,6556.59,13.88
15770,165,2024-04-18,72200.0,1654,327,1727765.9,97314760.34,2.29,1044.6,56.32
15771,165,2024-04-19,10373.0,159,17,277406.69,5079821.68,1.53,1744.7,18.31
15772,165,2024-04-20,15986.0,338,12,435749.04,2563741.47,2.11,1289.2,5.88
15773,165,2024-04-21,44547.0,423,48,1768680.8,16911434.95,0.95,4181.28,9.56
15774,165,2024-04-22,5722.0,185,29,1407784.41,3679130.36,3.23,7609.65,2.61
15775,165,2024-04-23,73642.0,3412,386,656127.32,166870942.17,4.63,192.3,254.33
15776,165,2024-04-24,80480.0,4020,375,1660681.63,179434809.95,5.0,413.1,108.05
15777,165,2024-04-25,87095.0,2758,177,116867.73,88214899.15,3.17,42.37,754.83
15778,165,2024-04-26,13704.0,168,22,668005.8,8814649.79,1.23,3976.23,13.2
15779,165,2024-04-27,3274.0,126,22,1693288.66,6757258.75,3.85,13438.8,3.99
15780,165,2024-04-28,89325.0,1146,196,522483.76,22215659.72,1.28,455.92,42.52
15781,165,2024-04-29,19952.0,501,77,1944824.34,9014483.51,2.51,3881.88,4.64
15782,165,2024-04-30,45794.0,1963,213,706309.31,78615488.32,4.29,359.81,111.3
15783,165,2024-05-01,20254.0,209,30,86603.19,5981127.58,1.03,414.37,69.06
15784,165,2024-05-02,30576.0,319,23,680799.92,11130577.8,1.04,2134.17,16.35
15785,165,2024-05-03,52014.0,2018,233,1817935.68,84317742.84,3.88,900.86,46.38
15786,165,2024-05-04,84812.0,2710,532,1939709.38,236646171.9,3.2,715.76,122.0
15787,165,2024-05-05,95132.0,3126,363,1219774.73,162170647.93,3.29,390.2,132.95
15788,165,2024-05-06,45368.0,514,18,1443574.11,2745358.61,1.13,2808.51,1.9
15789,165,2024-05-07,58420.0,2677,392,850182.17,107997239.39,4.58,317.59,127.03
15790,165,2024-05-08,67341.0,810,70,855598.63,15502980.35,1.2,1056.29,18.12
15791,165,2024-05-09,75565.0,3345,73,1971242.37,16724616.43,4.43,589.31,8.48
15792,165,2024-05-10,11001.0,267,23,1389772.19,11192386.28,2.43,5205.14,8.05
15793,165,2024-05-11,56587.0,1060,172,1024979.8,72767288.67,1.87,966.96,70.99
15794,165,2024-05-12,61448.0,374,42,451714.16,4655225.04,0.61,1207.79,10.31
15795,165,2024-05-13,58909.0,631,45,1251980.85,21459304.2,1.07,1984.12,17.14
15796,165,2024-05-14,75289.0,3237,623,391544.63,304813778.55,4.3,120.96,778.49
15797,165,2024-05-15,47095.0,1759,157,78324.34,75078976.4,3.74,44.53,958.57
15798,165,2024-05-16,49295.0,2077,231,1501635.73,80125671.97,4.21,722.98,53.36
15799,165,2024-05-17,36422.0,905,103,1123261.42,38789367.93,2.48,1241.17,34.53
15800,165,2024-05-18,64843.0,716,114,1440021.01,54797797.61,1.1,2011.2,38.05
15801,165,2024-05-19,99292.0,2523,65,406511.95,31553326.12,2.54,161.12,77.62
15802,165,2024-05-20,76488.0,1922,23,73060.89,4765482.65,2.51,38.01,65.23
15803,165,2024-05-21,88868.0,3016,429,749888.94,91834212.11,3.39,248.64,122.46
15804,165,2024-05-22,21780.0,510,92,1792155.16,25685005.61,2.34,3514.03,14.33
15805,165,2024-05-23,88135.0,1051,30,1699189.86,13586235.45,1.19,1616.74,8.0
15806,165,2024-05-24,63122.0,1173,57,1996965.59,23307251.64,1.86,1702.44,11.67
15807,165,2024-05-25,2666.0,47,3,1503647.5,1482708.7,1.76,31992.5,0.99
15808,165,2024-05-26,46862.0,413,24,1432137.59,10529823.9,0.88,3467.65,7.35
15809,165,2024-05-27,92114.0,2413,337,836732.43,57776947.92,2.62,346.76,69.05
15810,165,2024-05-28,24484.0,492,18,892597.26,3964257.29,2.01,1814.22,4.44
15811,165,2024-05-29,46129.0,871,128,1957883.39,30103855.19,1.89,2247.86,15.38
15812,165,2024-05-30,95378.0,566,70,353589.58,9909521.8,0.59,624.72,28.03
15813,165,2024-05-31,74004.0,1965,294,1008846.34,67946815.47,2.66,513.41,67.35
15814,165,2024-06-01,33432.0,1345,143,68355.44,54408825.71,4.02,50.82,795.97
15815,165,2024-06-02,66803.0,2373,240,961937.52,119428398.84,3.55,405.37,124.15
15816,165,2024-06-03,25902.0,1172,156,1924054.42,72783656.05,4.52,1641.68,37.83
15817,165,2024-06-04,73164.0,3612,177,1393125.9,34579637.51,4.94,385.69,24.82
15818,165,2024-06-05,55721.0,2680,91,430326.79,34613012.5,4.81,160.57,80.43
15819,165,2024-06-06,60866.0,1859,196,1168431.95,84425537.29,3.05,628.53,72.26
15820,165,2024-06-07,2881.0,25,4,1091471.15,551921.0,0.87,43658.85,0.51
15821,165,2024-06-08,51139.0,2225,237,773725.56,30133362.28,4.35,347.74,38.95
15822,165,2024-06-09,43834.0,626,42,815292.89,10667305.62,1.43,1302.38,13.08
15823,166,2025-01-31,61502.0,1055,79,126463.55,16529571.15,1.72,119.87,130.71
15824,166,2025-02-01,11266.0,437,14,287054.75,5900710.02,3.88,656.88,20.56
15825,166,2025-02-02,78096.0,3327,111,1064448.15,33766102.67,4.26,319.94,31.72
15826,166,2025-02-03,70968.0,710,30,1629694.6,4990478.67,1.0,2295.34,3.06
15827,166,2025-02-04,65712.0,1718,119,1863066.99,46658473.41,2.61,1084.44,25.04
15828,166,2025-02-05,3710.0,21,3,630180.19,915510.92,0.57,30008.58,1.45
15829,166,2025-02-06,64669.0,913,22,387913.39,3127924.37,1.41,424.88,8.06
15830,166,2025-02-07,78912.0,2782,219,310875.19,54016441.59,3.53,111.75,173.76
15831,166,2025-02-08,60486.0,2900,389,1217682.81,65679448.77,4.79,419.89,53.94
15832,166,2025-02-09,7881.0,77,13,193696.39,4906146.39,0.98,2515.54,25.33
15833,166,2025-02-10,86929.0,2374,318,84209.29,97944994.52,2.73,35.47,1163.11
15834,166,2025-02-11,84015.0,3150,243,391238.86,105956567.9,3.75,124.2,270.82
15835,166,2025-02-12,97492.0,4300,85,1055176.7,21492930.51,4.41,245.39,20.37
15836,166,2025-02-13,63360.0,2332,281,970202.2,70050448.96,3.68,416.04,72.2
15837,166,2025-02-14,37487.0,1537,150,997041.11,71225754.27,4.1,648.69,71.44
15838,166,2025-02-15,57484.0,2147,342,1210713.52,142906742.37,3.73,563.91,118.04
15839,166,2025-02-16,25649.0,624,34,215030.84,3736658.91,2.43,344.6,17.38
15840,166,2025-02-17,84220.0,3954,233,1812700.28,53850377.22,4.69,458.45,29.71
15841,166,2025-02-18,78486.0,452,7,659779.9,1134320.98,0.58,1459.69,1.72
15842,166,2025-02-19,49195.0,481,23,1561695.84,3891883.54,0.98,3246.77,2.49
15843,166,2025-02-20,10246.0,56,8,1270838.34,3220854.02,0.55,22693.54,2.53
15844,166,2025-02-21,17684.0,803,88,241785.75,11819730.59,4.54,301.1,48.89
15845,166,2025-02-22,49953.0,1114,101,460277.65,15228298.2,2.23,413.18,33.09
15846,166,2025-02-23,73610.0,3253,198,1774738.57,98864967.7,4.42,545.57,55.71
15847,166,2025-02-24,34319.0,1296,48,858104.14,18882478.66,3.78,662.12,22.0
15848,166,2025-02-25,78804.0,3293,188,469735.32,36456257.04,4.18,142.65,77.61
15849,166,2025-02-26,48406.0,730,115,336608.01,41847362.1,1.51,461.11,124.32
15850,166,2025-02-27,91147.0,2800,443,585163.59,101212932.65,3.07,208.99,172.97
15851,166,2025-02-28,86230.0,2368,428,502293.99,55204746.27,2.75,212.12,109.91
15852,166,2025-03-01,94861.0,712,133,1743110.11,48136347.96,0.75,2448.19,27.62
15853,166,2025-03-02,57522.0,1559,83,123243.71,25910140.29,2.71,79.05,210.23
15854,166,2025-03-03,80993.0,636,72,1740592.72,15436167.7,0.79,2736.78,8.87
15855,166,2025-03-04,49802.0,2286,340,768104.83,95955609.82,4.59,336.0,124.93
15856,166,2025-03-05,95056.0,2568,413,258129.43,178570665.45,2.7,100.52,691.79
15857,166,2025-03-06,80521.0,1575,129,148502.32,25956082.66,1.96,94.29,174.79
15858,166,2025-03-07,93381.0,4176,750,1994772.18,162730313.09,4.47,477.68,81.58
15859,166,2025-03-08,18360.0,649,73,289744.44,23035148.04,3.53,446.45,79.5
15860,166,2025-03-09,13468.0,507,83,124292.76,30340629.66,3.76,245.15,244.11
15861,166,2025-03-10,62614.0,1696,58,1188685.67,28308260.5,2.71,700.88,23.81
15862,166,2025-03-11,8102.0,118,16,192908.76,2536751.88,1.46,1634.82,13.15
15863,166,2025-03-12,57707.0,1813,332,1108072.93,138730153.51,3.14,611.18,125.2
15864,166,2025-03-13,94198.0,1123,155,1191998.72,35216106.54,1.19,1061.44,29.54
15865,166,2025-03-14,48350.0,1791,313,790497.79,145311463.91,3.7,441.37,183.82
15866,166,2025-03-15,93431.0,2195,391,1935026.23,57005660.04,2.35,881.56,29.46
15867,166,2025-03-16,78441.0,3304,83,742529.64,35818086.9,4.21,224.74,48.24
15868,166,2025-03-17,3162.0,17,0,1394898.42,0.0,0.54,82052.85,0.0
15869,166,2025-03-18,10466.0,195,25,656093.57,8725570.42,1.86,3364.58,13.3
15870,166,2025-03-19,24383.0,954,59,75644.8,11251527.92,3.91,79.29,148.74
